ID,poi shape,poi_type,coordinate,longitude,latitude
405,Polygon,attraction," 18.9558124, 47.5268552 ",18.9558124,47.5268552
407,Polygon,attraction," 19.064072, 47.4977814 ",19.064072,47.4977814
408,Polygon,hotel," 19.0402097, 47.5139415 ",19.0402097,47.5139415
409,Polygon,hotel," 19.0400198, 47.5121753 ",19.0400198,47.5121753
410,Polygon,gallery," 19.0738618, 47.4927627 ",19.0738618,47.4927627
411,Polygon,guest_house," 18.9730977, 47.4661954 ",18.9730977,47.4661954
412,Polygon,museum," 19.2624128, 47.4252728 ",19.2624128,47.4252728
413,Polygon,guest_house," 18.9705656, 47.4660277 ",18.9705656,47.4660277
421,Point,museum," 19.0484442, 47.5078657 ",19.0484442,47.5078657
422,Point,attraction," 19.046452, 47.5012548 ",19.046452,47.5012548
423,Point,attraction," 19.0521913, 47.5043232 ",19.0521913,47.5043232
424,Point,attraction," 19.0481069, 47.4997509 ",19.0481069,47.4997509
425,Point,hotel," 19.0489076, 47.4996425 ",19.0489076,47.4996425
426,Point,museum," 19.0545356, 47.4969288 ",19.0545356,47.4969288
427,Point,museum," 19.0629283, 47.491189 ",19.0629283,47.491189
428,Point,hotel," 19.0529721, 47.4999864 ",19.0529721,47.4999864
429,Point,attraction," 19.0541071, 47.4923532 ",19.0541071,47.4923532
430,Point,attraction," 19.0822486, 47.5184302 ",19.0822486,47.5184302
431,Point,attraction," 19.0646238, 47.5033438 ",19.0646238,47.5033438
432,Point,attraction," 19.0368931, 47.51801 ",19.0368931,47.51801
433,Point,hotel," 19.0483106, 47.497985 ",19.0483106,47.497985
434,Point,gallery," 19.0649897, 47.5050683 ",19.0649897,47.5050683
435,Point,museum," 19.065112, 47.5068999 ",19.065112,47.5068999
436,Point,museum," 19.0459622, 47.5424288 ",19.0459622,47.5424288
437,Point,hotel," 18.9599502, 47.4938578 ",18.9599502,47.4938578
438,Point,hostel," 19.0630923, 47.4886887 ",19.0630923,47.4886887
439,Point,museum," 19.0280122, 47.5380965 ",19.0280122,47.5380965
440,Point,attraction," 19.0458706, 47.5070934 ",19.0458706,47.5070934
441,Point,attraction," 19.0495471, 47.4959382 ",19.0495471,47.4959382
442,Point,gallery," 19.0481686, 47.5020662 ",19.0481686,47.5020662
443,Point,hotel," 19.0583261, 47.4935163 ",19.0583261,47.4935163
444,Point,museum," 19.0976062, 47.540751 ",19.0976062,47.540751
445,Point,museum," 19.058616, 47.4916491 ",19.058616,47.4916491
446,Point,attraction," 19.0429489, 47.4906129 ",19.0429489,47.4906129
447,Point,museum," 19.0429243, 47.4937011 ",19.0429243,47.4937011
448,Point,museum," 19.0972359, 47.5054909 ",19.0972359,47.5054909
449,Point,hotel," 19.0787463, 47.4997092 ",19.0787463,47.4997092
450,Point,gallery," 19.0673219, 47.5071815 ",19.0673219,47.5071815
451,Point,hotel," 19.0724512, 47.498052 ",19.0724512,47.498052
452,Point,museum," 19.0612533, 47.5021204 ",19.0612533,47.5021204
453,Point,hotel," 19.0575635, 47.5023744 ",19.0575635,47.5023744
454,Point,hotel," 19.0563644, 47.5016137 ",19.0563644,47.5016137
455,Point,hotel," 19.3473512, 47.5991492 ",19.3473512,47.5991492
456,Point,museum," 18.9183454, 47.3763733 ",18.9183454,47.3763733
457,Point,hotel," 18.9389658, 47.5398671 ",18.9389658,47.5398671
459,Point,attraction," 19.0479742, 47.5675382 ",19.0479742,47.5675382
460,Point,attraction," 18.8761439, 47.3984466 ",18.8761439,47.3984466
461,Point,hotel," 19.1061308, 47.4329294 ",19.1061308,47.4329294
462,Point,hotel," 19.0337097, 47.5027553 ",19.0337097,47.5027553
463,Point,attraction," 19.0389595, 47.5328862 ",19.0389595,47.5328862
465,Point,museum," 19.0417829, 47.495982 ",19.0417829,47.495982
466,Point,museum," 19.0429542, 47.493261 ",19.0429542,47.493261
467,Point,attraction," 19.0777275, 47.5148884 ",19.0777275,47.5148884
468,Point,attraction," 19.0395591, 47.495987 ",19.0395591,47.495987
469,Point,gallery," 19.0558949, 47.5707667 ",19.0558949,47.5707667
472,Point,hotel," 19.0747055, 47.5158589 ",19.0747055,47.5158589
473,Point,guest_house," 18.8600098, 47.4192941 ",18.8600098,47.4192941
476,Point,museum," 18.9873875, 47.3908976 ",18.9873875,47.3908976
477,Point,attraction," 19.0582513, 47.5028416 ",19.0582513,47.5028416
478,Point,attraction," 19.0520314, 47.5036057 ",19.0520314,47.5036057
479,Point,hotel," 19.0478866, 47.497236 ",19.0478866,47.497236
480,Point,hotel," 19.0533138, 47.4973015 ",19.0533138,47.4973015
481,Point,hotel," 19.0523428, 47.4970472 ",19.0523428,47.4970472
482,Point,hotel," 19.0532204, 47.5067341 ",19.0532204,47.5067341
483,Point,attraction," 19.047904, 47.4890604 ",19.047904,47.4890604
484,Point,attraction," 19.0523117, 47.4922157 ",19.0523117,47.4922157
485,Point,attraction," 19.0588786, 47.4865909 ",19.0588786,47.4865909
486,Point,attraction," 19.0537607, 47.4927926 ",19.0537607,47.4927926
487,Point,attraction," 19.0564677, 47.4931962 ",19.0564677,47.4931962
488,Point,hotel," 19.0611239, 47.4899494 ",19.0611239,47.4899494
489,Point,attraction," 19.0627318, 47.5022312 ",19.0627318,47.5022312
490,Point,museum," 19.0788443, 47.5139238 ",19.0788443,47.5139238
491,Point,museum," 19.0763677, 47.516171 ",19.0763677,47.516171
492,Point,attraction," 19.0810002, 47.5194565 ",19.0810002,47.5194565
493,Point,attraction," 19.0854849, 47.5203123 ",19.0854849,47.5203123
494,Point,attraction," 19.0799295, 47.514693 ",19.0799295,47.514693
495,Point,attraction," 19.0762367, 47.5011417 ",19.0762367,47.5011417
496,Point,attraction," 19.0617307, 47.5036118 ",19.0617307,47.5036118
497,Point,museum," 19.0598494, 47.5035037 ",19.0598494,47.5035037
498,Point,gallery," 19.0708126, 47.5134707 ",19.0708126,47.5134707
499,Point,museum," 19.0732701, 47.5113092 ",19.0732701,47.5113092
500,Point,museum," 19.0466057, 47.497512 ",19.0466057,47.497512
501,Point,hotel," 19.0763419, 47.5111364 ",19.0763419,47.5111364
502,Point,hotel," 19.0671668, 47.4971881 ",19.0671668,47.4971881
505,Point,hotel," 19.0261094, 47.4688323 ",19.0261094,47.4688323
506,Point,gallery," 19.0002738, 47.4681233 ",19.0002738,47.4681233
507,Point,hotel," 19.0196578, 47.472449 ",19.0196578,47.472449
508,Point,hotel," 19.0200393, 47.4720896 ",19.0200393,47.4720896
509,Point,museum," 19.0346108, 47.4485975 ",19.0346108,47.4485975
510,Point,hostel," 19.1438586, 47.4574545 ",19.1438586,47.4574545
511,Point,hotel," 18.9581963, 47.5094241 ",18.9581963,47.5094241
512,Point,museum," 19.0349056, 47.5159716 ",19.0349056,47.5159716
513,Point,attraction," 19.034295, 47.5020222 ",19.034295,47.5020222
514,Point,museum," 19.0500165, 47.5636529 ",19.0500165,47.5636529
515,Point,hotel," 19.1392885, 47.5503381 ",19.1392885,47.5503381
516,Point,hotel," 19.0521841, 47.4838691 ",19.0521841,47.4838691
517,Point,attraction," 19.0510042, 47.4838055 ",19.0510042,47.4838055
519,Point,hotel," 19.052198, 47.5337471 ",19.052198,47.5337471
520,Point,attraction," 18.9989901, 47.4263191 ",18.9989901,47.4263191
521,Point,hotel," 19.0810983, 47.5048114 ",19.0810983,47.5048114
522,Point,hotel," 18.971388, 47.3885565 ",18.971388,47.3885565
523,Point,attraction," 19.0843323, 47.4841346 ",19.0843323,47.4841346
524,Point,hotel," 18.9026818, 47.4522231 ",18.9026818,47.4522231
526,Point,hostel," 19.0387921, 47.4540898 ",19.0387921,47.4540898
527,Point,gallery," 19.0164174, 47.4635123 ",19.0164174,47.4635123
528,Point,hotel," 19.0811202, 47.5006725 ",19.0811202,47.5006725
529,Point,museum," 19.0736312, 47.4836846 ",19.0736312,47.4836846
530,Point,museum," 19.0642982, 47.4917862 ",19.0642982,47.4917862
533,Point,attraction," 19.0531959, 47.4838508 ",19.0531959,47.4838508
534,Point,hotel," 19.0270031, 47.4988304 ",19.0270031,47.4988304
535,Point,attraction," 19.0178986, 47.4823694 ",19.0178986,47.4823694
536,Point,attraction," 19.0464239, 47.4869812 ",19.0464239,47.4869812
537,Point,attraction," 19.0459309, 47.5370122 ",19.0459309,47.5370122
538,Point,hotel," 19.0461221, 47.5376882 ",19.0461221,47.5376882
539,Point,gallery," 19.0884603, 47.558897 ",19.0884603,47.558897
540,Point,museum," 19.088128, 47.5574188 ",19.088128,47.5574188
541,Point,gallery," 19.0839309, 47.5462559 ",19.0839309,47.5462559
542,Point,gallery," 19.06264, 47.5381089 ",19.06264,47.5381089
543,Point,hotel," 19.0774082, 47.5597702 ",19.0774082,47.5597702
544,Point,hotel," 19.0253124, 47.4860471 ",19.0253124,47.4860471
545,Point,guest_house," 19.0560155, 47.5183904 ",19.0560155,47.5183904
546,Point,attraction," 19.0612447, 47.4885552 ",19.0612447,47.4885552
547,Point,hotel," 19.0521163, 47.5129674 ",19.0521163,47.5129674
548,Point,hotel," 19.0568734, 47.5194457 ",19.0568734,47.5194457
549,Point,hotel," 19.1080518, 47.4724178 ",19.1080518,47.4724178
550,Point,attraction," 19.0501075, 47.5302339 ",19.0501075,47.5302339
551,Point,gallery," 19.0565506, 47.5230554 ",19.0565506,47.5230554
552,Point,hotel," 19.0798908, 47.5663856 ",19.0798908,47.5663856
553,Point,guest_house," 19.0686656, 47.5566799 ",19.0686656,47.5566799
554,Point,museum," 19.0731288, 47.5123639 ",19.0731288,47.5123639
555,Point,gallery," 19.0627041, 47.4924173 ",19.0627041,47.4924173
556,Point,hotel," 19.0598606, 47.5084283 ",19.0598606,47.5084283
557,Point,hotel," 18.9653182, 47.461199 ",18.9653182,47.461199
558,Point,hotel," 19.0468176, 47.447745 ",19.0468176,47.447745
559,Point,museum," 18.9186233, 47.3771714 ",18.9186233,47.3771714
561,Point,motel," 18.909065, 47.4521472 ",18.909065,47.4521472
563,Point,hostel," 19.007333, 47.4454842 ",19.007333,47.4454842
564,Point,hotel," 19.0630509, 47.5074409 ",19.0630509,47.5074409
565,Point,museum," 19.0856775, 47.4955666 ",19.0856775,47.4955666
566,Point,hotel," 19.0233828, 47.4884873 ",19.0233828,47.4884873
567,Point,gallery," 19.0631027, 47.476595 ",19.0631027,47.476595
568,Point,guest_house," 19.0099319, 47.3794102 ",19.0099319,47.3794102
569,Point,attraction," 19.0448154, 47.5187875 ",19.0448154,47.5187875
570,Point,guest_house," 19.2714944, 47.4100713 ",19.2714944,47.4100713
572,Point,museum," 19.3615115, 47.5961348 ",19.3615115,47.5961348
573,Point,attraction," 19.3419678, 47.4874553 ",19.3419678,47.4874553
574,Point,gallery," 18.9604083, 47.5651746 ",18.9604083,47.5651746
575,Point,attraction," 19.0605544, 47.5042016 ",19.0605544,47.5042016
576,Point,attraction," 19.0348126, 47.5023081 ",19.0348126,47.5023081
577,Point,gallery," 19.017787, 47.5051495 ",19.017787,47.5051495
578,Point,gallery," 19.0525471, 47.5979837 ",19.0525471,47.5979837
580,Point,hotel," 19.0495112, 47.4948924 ",19.0495112,47.4948924
581,Point,hotel," 18.9201767, 47.6159193 ",18.9201767,47.6159193
583,Point,hotel," 19.121839, 47.4934506 ",19.121839,47.4934506
584,Point,hotel," 19.0527183, 47.5324406 ",19.0527183,47.5324406
585,Point,attraction," 19.0438328, 47.4990969 ",19.0438328,47.4990969
586,Point,gallery," 19.0183367, 47.4901333 ",19.0183367,47.4901333
587,Point,gallery," 19.0212449, 47.5134437 ",19.0212449,47.5134437
588,Point,gallery," 19.2042356, 47.5100957 ",19.2042356,47.5100957
589,Point,museum," 19.2015614, 47.5134888 ",19.2015614,47.5134888
590,Point,attraction," 19.0521363, 47.5352811 ",19.0521363,47.5352811
591,Point,museum," 19.230516, 47.5208253 ",19.230516,47.5208253
592,Point,motel," 19.1844169, 47.5223958 ",19.1844169,47.5223958
593,Point,hotel," 19.1105426, 47.5007554 ",19.1105426,47.5007554
594,Point,hostel," 19.0348082, 47.5518254 ",19.0348082,47.5518254
595,Point,hostel," 19.0352968, 47.5518576 ",19.0352968,47.5518576
596,Point,hostel," 19.0343162, 47.5517959 ",19.0343162,47.5517959
597,Point,hotel," 19.0850292, 47.4754938 ",19.0850292,47.4754938
598,Point,gallery," 19.0835706, 47.4765416 ",19.0835706,47.4765416
599,Point,attraction," 19.0607176, 47.4960023 ",19.0607176,47.4960023
600,Point,museum," 19.3585589, 47.5918011 ",19.3585589,47.5918011
601,Point,museum," 19.3491605, 47.5986786 ",19.3491605,47.5986786
602,Point,museum," 19.3489007, 47.5974956 ",19.3489007,47.5974956
603,Point,hotel," 19.0529839, 47.494205 ",19.0529839,47.494205
604,Point,hotel," 19.1122074, 47.601135 ",19.1122074,47.601135
605,Point,hostel," 19.0468286, 47.52028 ",19.0468286,47.52028
606,Point,hotel," 19.1260108, 47.4643898 ",19.1260108,47.4643898
608,Point,museum," 18.9402399, 47.3365803 ",18.9402399,47.3365803
609,Point,museum," 18.9388298, 47.3362753 ",18.9388298,47.3362753
610,Point,hotel," 19.0624547, 47.4886613 ",19.0624547,47.4886613
611,Point,hotel," 19.0556686, 47.5256238 ",19.0556686,47.5256238
612,Point,hotel," 19.2454549, 47.4016495 ",19.2454549,47.4016495
614,Point,hostel," 19.1572496, 47.4501633 ",19.1572496,47.4501633
615,Point,hotel," 19.0604445, 47.4879398 ",19.0604445,47.4879398
616,Point,museum," 19.0680741, 47.4859595 ",19.0680741,47.4859595
617,Point,gallery," 19.1473697, 47.4601283 ",19.1473697,47.4601283
618,Point,guest_house," 19.0598989, 47.4896287 ",19.0598989,47.4896287
619,Point,hotel," 19.0602224, 47.4896047 ",19.0602224,47.4896047
620,Point,hotel," 19.1730729, 47.5313951 ",19.1730729,47.5313951
621,Point,hostel," 19.0597385, 47.4929116 ",19.0597385,47.4929116
622,Point,hostel," 19.0931349, 47.5209744 ",19.0931349,47.5209744
623,Point,hostel," 19.0930477, 47.5207934 ",19.0930477,47.5207934
624,Point,hotel," 19.0820091, 47.4891473 ",19.0820091,47.4891473
625,Point,gallery," 18.9872746, 47.3928738 ",18.9872746,47.3928738
626,Point,hotel," 19.057071, 47.4880043 ",19.057071,47.4880043
627,Point,hotel," 19.0577886, 47.4880411 ",19.0577886,47.4880411
628,Point,hotel," 19.0578357, 47.4881982 ",19.0578357,47.4881982
629,Point,hotel," 19.0573219, 47.4890105 ",19.0573219,47.4890105
630,Point,hotel," 19.0595979, 47.4897992 ",19.0595979,47.4897992
631,Point,hotel," 19.1133155, 47.4769955 ",19.1133155,47.4769955
632,Point,motel," 18.921796, 47.3790663 ",18.921796,47.3790663
633,Point,hotel," 19.0287675, 47.5057283 ",19.0287675,47.5057283
634,Point,museum," 19.035646, 47.498997 ",19.035646,47.498997
635,Point,hotel," 19.0311841, 47.5020518 ",19.0311841,47.5020518
636,Point,hotel," 19.0685281, 47.4791113 ",19.0685281,47.4791113
637,Point,hotel," 19.0096485, 47.5084127 ",19.0096485,47.5084127
638,Point,museum," 19.0447932, 47.5373828 ",19.0447932,47.5373828
639,Point,museum," 19.0431953, 47.5358082 ",19.0431953,47.5358082
640,Point,information," 18.9009523, 47.4320976 ",18.9009523,47.4320976
641,Point,hotel," 19.034433, 47.4887948 ",19.034433,47.4887948
642,Point,museum," 19.0357834, 47.4832054 ",19.0357834,47.4832054
643,Point,hotel," 19.0272837, 47.4872809 ",19.0272837,47.4872809
644,Point,hotel," 19.039136, 47.4780276 ",19.039136,47.4780276
645,Point,gallery," 19.04368, 47.5573636 ",19.04368,47.5573636
646,Point,hotel," 19.1597843, 47.5052026 ",19.1597843,47.5052026
647,Point,gallery," 19.064887, 47.4893617 ",19.064887,47.4893617
648,Point,hotel," 19.1004751, 47.4788868 ",19.1004751,47.4788868
649,Point,hotel," 19.0945729, 47.4774222 ",19.0945729,47.4774222
650,Point,guest_house," 19.0037376, 47.4703077 ",19.0037376,47.4703077
651,Point,gallery," 19.0673722, 47.4915846 ",19.0673722,47.4915846
652,Point,hotel," 19.0903701, 47.5062657 ",19.0903701,47.5062657
653,Point,hotel," 19.0903404, 47.5057557 ",19.0903404,47.5057557
654,Point,museum," 19.0811803, 47.5034397 ",19.0811803,47.5034397
655,Point,hotel," 19.0745603, 47.5119781 ",19.0745603,47.5119781
656,Point,gallery," 19.0556075, 47.4992587 ",19.0556075,47.4992587
657,Point,attraction," 19.0589077, 47.4978911 ",19.0589077,47.4978911
658,Point,hotel," 19.0633615, 47.4937384 ",19.0633615,47.4937384
660,Point,hotel," 19.0774539, 47.4985121 ",19.0774539,47.4985121
663,Point,hotel," 19.1094376, 47.4918815 ",19.1094376,47.4918815
664,Point,hotel," 19.0702108, 47.4958934 ",19.0702108,47.4958934
665,Point,hostel," 19.2341146, 47.3824215 ",19.2341146,47.3824215
667,Point,hotel," 19.0481776, 47.4997606 ",19.0481776,47.4997606
668,Point,hotel," 19.053217, 47.5068097 ",19.053217,47.5068097
669,Point,attraction," 19.0503831, 47.505505 ",19.0503831,47.505505
672,Point,motel," 18.9870707, 47.521135 ",18.9870707,47.521135
673,Point,museum," 19.0483324, 47.5011335 ",19.0483324,47.5011335
674,Point,hotel," 19.0530411, 47.4999886 ",19.0530411,47.4999886
675,Point,hotel," 19.0554435, 47.4885249 ",19.0554435,47.4885249
676,Point,hotel," 19.0565651, 47.4885738 ",19.0565651,47.4885738
677,Point,information," 18.944555, 47.5571449 ",18.944555,47.5571449
678,Point,information," 18.9415634, 47.5581036 ",18.9415634,47.5581036
679,Point,museum," 19.0541543, 47.508987 ",19.0541543,47.508987
680,Point,hotel," 19.0308923, 47.5136892 ",19.0308923,47.5136892
682,Point,hotel," 19.0191948, 47.5088519 ",19.0191948,47.5088519
683,Point,motel," 19.345785, 47.5908126 ",19.345785,47.5908126
684,Point,hotel," 19.0554025, 47.4942919 ",19.0554025,47.4942919
685,Point,attraction," 19.0512108, 47.4927012 ",19.0512108,47.4927012
686,Point,information," 19.0538889, 47.4965554 ",19.0538889,47.4965554
687,Point,hotel," 19.0556681, 47.4934421 ",19.0556681,47.4934421
689,Point,attraction," 19.0818753, 47.5153549 ",19.0818753,47.5153549
690,Point,attraction," 19.0643957, 47.5032503 ",19.0643957,47.5032503
691,Point,museum," 19.066493, 47.5069655 ",19.066493,47.5069655
694,Point,museum," 19.0708765, 47.5098565 ",19.0708765,47.5098565
695,Point,museum," 19.0553715, 47.4921251 ",19.0553715,47.4921251
696,Point,museum," 19.0548943, 47.4976861 ",19.0548943,47.4976861
697,Point,museum," 19.0770774, 47.503151 ",19.0770774,47.503151
698,Point,museum," 19.0688526, 47.502282 ",19.0688526,47.502282
699,Point,museum," 18.928426, 47.591752 ",18.928426,47.591752
700,Point,museum," 18.9298669, 47.5914638 ",18.9298669,47.5914638
701,Point,hotel," 19.1373091, 47.5136832 ",19.1373091,47.5136832
702,Point,attraction," 19.0393934, 47.4892772 ",19.0393934,47.4892772
703,Point,attraction," 19.2099381, 47.532533 ",19.2099381,47.532533
704,Point,guest_house," 19.304116, 47.6062313 ",19.304116,47.6062313
706,Point,museum," 18.9539513, 47.4108078 ",18.9539513,47.4108078
707,Point,museum," 18.9361807, 47.4133616 ",18.9361807,47.4133616
708,Point,museum," 18.9367638, 47.4140615 ",18.9367638,47.4140615
711,Point,hotel," 19.0400315, 47.4985868 ",19.0400315,47.4985868
712,Point,hotel," 19.0689388, 47.490144 ",19.0689388,47.490144
713,Point,guest_house," 18.8778318, 47.4495274 ",18.8778318,47.4495274
714,Point,guest_house," 18.8776178, 47.4498278 ",18.8776178,47.4498278
717,Point,information," 18.8837995, 47.5786723 ",18.8837995,47.5786723
718,Point,information," 18.8898151, 47.5840278 ",18.8898151,47.5840278
719,Point,attraction," 19.0253202, 47.5760702 ",19.0253202,47.5760702
721,Point,gallery," 19.0402631, 47.4169366 ",19.0402631,47.4169366
723,Point,gallery," 19.1221521, 47.5335142 ",19.1221521,47.5335142
724,Point,guest_house," 19.3968463, 47.5981272 ",19.3968463,47.5981272
725,Point,hotel," 18.9195342, 47.432855 ",18.9195342,47.432855
726,Point,guest_house," 18.8997486, 47.444019 ",18.8997486,47.444019
727,Point,attraction," 19.3833692, 47.6197035 ",19.3833692,47.6197035
729,Point,attraction," 19.0487803, 47.5520307 ",19.0487803,47.5520307
730,Point,attraction," 18.9930929, 47.4978124 ",18.9930929,47.4978124
731,Point,gallery," 18.9891786, 47.4988996 ",18.9891786,47.4988996
732,Point,gallery," 18.9946937, 47.5126232 ",18.9946937,47.5126232
733,Point,hotel," 19.0171681, 47.4897632 ",19.0171681,47.4897632
734,Point,attraction," 19.0539691, 47.5007817 ",19.0539691,47.5007817
735,Point,hotel," 19.0595852, 47.4937929 ",19.0595852,47.4937929
736,Point,gallery," 19.2460954, 47.4808121 ",19.2460954,47.4808121
737,Point,museum," 19.0278323, 47.5041777 ",19.0278323,47.5041777
739,Point,hotel," 19.0572443, 47.4917298 ",19.0572443,47.4917298
740,Point,museum," 18.988169, 47.5067605 ",18.988169,47.5067605
741,Point,gallery," 18.9882416, 47.5009013 ",18.9882416,47.5009013
742,Point,hotel," 19.0708779, 47.4985715 ",19.0708779,47.4985715
744,Point,hotel," 18.9889439, 47.4780743 ",18.9889439,47.4780743
745,Point,information," 19.0849116, 47.4890673 ",19.0849116,47.4890673
747,Point,hotel," 19.393705, 47.4199883 ",19.393705,47.4199883
748,Point,apartment," 19.3964343, 47.4189136 ",19.3964343,47.4189136
749,Point,hotel," 19.0183582, 47.4672609 ",19.0183582,47.4672609
751,Point,guest_house," 18.9907586, 47.5701086 ",18.9907586,47.5701086
752,Point,hotel," 19.0466525, 47.577928 ",19.0466525,47.577928
753,Point,hostel," 19.0392255, 47.4658345 ",19.0392255,47.4658345
754,Point,museum," 18.8906465, 47.5752725 ",18.8906465,47.5752725
755,Point,hostel," 18.9878861, 47.5235635 ",18.9878861,47.5235635
756,Point,information," 18.8884042, 47.5883619 ",18.8884042,47.5883619
757,Point,hotel," 19.1134526, 47.4714881 ",19.1134526,47.4714881
758,Point,information," 18.9392584, 47.5587325 ",18.9392584,47.5587325
759,Point,museum," 18.9109776, 47.3216399 ",18.9109776,47.3216399
760,Point,hotel," 19.0497078, 47.582223 ",19.0497078,47.582223
761,Point,gallery," 19.0472767, 47.5856177 ",19.0472767,47.5856177
762,Point,museum," 19.0906142, 47.4908501 ",19.0906142,47.4908501
763,Point,museum," 19.0856148, 47.4825723 ",19.0856148,47.4825723
765,Point,gallery," 19.1134435, 47.556489 ",19.1134435,47.556489
766,Point,hotel," 19.0831042, 47.531116 ",19.0831042,47.531116
767,Point,museum," 19.0399985, 47.5488445 ",19.0399985,47.5488445
768,Point,attraction," 19.0512919, 47.5290191 ",19.0512919,47.5290191
769,Point,attraction," 18.9821481, 47.3636284 ",18.9821481,47.3636284
770,Point,attraction," 18.9720193, 47.6184892 ",18.9720193,47.6184892
773,Point,hotel," 19.0859005, 47.4566753 ",19.0859005,47.4566753
774,Point,guest_house," 18.9480062, 47.5926015 ",18.9480062,47.5926015
775,Point,attraction," 18.9385198, 47.3609016 ",18.9385198,47.3609016
776,Point,museum," 19.060131, 47.4959873 ",19.060131,47.4959873
777,Point,attraction," 19.0522475, 47.4982531 ",19.0522475,47.4982531
778,Point,museum," 19.1003337, 47.4354767 ",19.1003337,47.4354767
779,Point,gallery," 19.1012404, 47.4358599 ",19.1012404,47.4358599
780,Point,information," 18.9659581, 47.4788202 ",18.9659581,47.4788202
781,Point,information," 18.9583733, 47.4799715 ",18.9583733,47.4799715
782,Point,information," 18.9545908, 47.4860118 ",18.9545908,47.4860118
783,Point,information," 18.9509404, 47.482972 ",18.9509404,47.482972
784,Point,information," 18.9482365, 47.4768484 ",18.9482365,47.4768484
785,Point,information," 18.9460227, 47.4772949 ",18.9460227,47.4772949
786,Point,information," 18.9434283, 47.4809031 ",18.9434283,47.4809031
787,Point,information," 18.9639535, 47.4793956 ",18.9639535,47.4793956
788,Point,museum," 19.1038454, 47.438451 ",19.1038454,47.438451
789,Point,hotel," 19.1995288, 47.4859577 ",19.1995288,47.4859577
790,Point,hostel," 19.0305349, 47.4737676 ",19.0305349,47.4737676
791,Point,hotel," 19.1036962, 47.5215334 ",19.1036962,47.5215334
794,Point,hotel," 19.0130453, 47.5101329 ",19.0130453,47.5101329
795,Point,hotel," 19.0061264, 47.5144292 ",19.0061264,47.5144292
796,Point,hotel," 19.066626, 47.5014581 ",19.066626,47.5014581
798,Point,hotel," 18.9802752, 47.4639754 ",18.9802752,47.4639754
799,Point,hotel," 19.0705812, 47.4834511 ",19.0705812,47.4834511
800,Point,hotel," 19.0728214, 47.4816915 ",19.0728214,47.4816915
801,Point,hotel," 19.0704608, 47.4832936 ",19.0704608,47.4832936
802,Point,hotel," 19.0689993, 47.4826188 ",19.0689993,47.4826188
803,Point,guest_house," 18.980028, 47.4657052 ",18.980028,47.4657052
804,Point,information," 19.0777059, 47.5182365 ",19.0777059,47.5182365
805,Point,museum," 19.0565742, 47.4867547 ",19.0565742,47.4867547
806,Point,hotel," 19.0692883, 47.4981775 ",19.0692883,47.4981775
807,Point,attraction," 19.063364, 47.4969119 ",19.063364,47.4969119
808,Point,museum," 19.1050478, 47.500887 ",19.1050478,47.500887
810,Point,attraction," 18.9684239, 47.5433106 ",18.9684239,47.5433106
811,Point,hotel," 19.0387891, 47.5083984 ",19.0387891,47.5083984
812,Point,attraction," 19.0423403, 47.4954458 ",19.0423403,47.4954458
815,Point,museum," 19.0511647, 47.4684959 ",19.0511647,47.4684959
817,Point,museum," 18.9972966, 47.523939 ",18.9972966,47.523939
819,Point,information," 18.8881763, 47.588833 ",18.8881763,47.588833
820,Point,information," 18.9004002, 47.5901463 ",18.9004002,47.5901463
821,Point,hotel," 19.0580376, 47.4991297 ",19.0580376,47.4991297
822,Point,gallery," 19.1279395, 47.4585046 ",19.1279395,47.4585046
823,Point,information," 18.9645671, 47.5303999 ",18.9645671,47.5303999
826,Point,information," 18.9625743, 47.5360511 ",18.9625743,47.5360511
830,Point,information," 18.959929, 47.5155663 ",18.959929,47.5155663
831,Point,information," 18.9618399, 47.5142599 ",18.9618399,47.5142599
832,Point,information," 18.9457011, 47.5065578 ",18.9457011,47.5065578
833,Point,information," 18.9604599, 47.50649 ",18.9604599,47.50649
835,Point,information," 18.9757153, 47.5171443 ",18.9757153,47.5171443
836,Point,information," 18.9683674, 47.5134824 ",18.9683674,47.5134824
837,Point,information," 18.9300999, 47.5264999 ",18.9300999,47.5264999
840,Point,attraction," 18.9491015, 47.5926797 ",18.9491015,47.5926797
841,Point,hotel," 19.0424579, 47.4435955 ",19.0424579,47.4435955
842,Point,attraction," 19.1465818, 47.5484981 ",19.1465818,47.5484981
843,Point,gallery," 19.0196832, 47.4512715 ",19.0196832,47.4512715
847,Point,attraction," 19.0070876, 47.4394253 ",19.0070876,47.4394253
848,Point,attraction," 19.0380354, 47.5108198 ",19.0380354,47.5108198
849,Point,attraction," 19.0378682, 47.5106611 ",19.0378682,47.5106611
850,Point,attraction," 19.2394941, 47.5922336 ",19.2394941,47.5922336
851,Point,attraction," 19.2496089, 47.5807813 ",19.2496089,47.5807813
852,Point,museum," 19.1299954, 47.5416245 ",19.1299954,47.5416245
853,Point,guest_house," 18.9783996, 47.4429043 ",18.9783996,47.4429043
854,Point,gallery," 19.0401826, 47.4442735 ",19.0401826,47.4442735
855,Point,gallery," 19.0581576, 47.4987558 ",19.0581576,47.4987558
856,Point,gallery," 19.1861886, 47.4044644 ",19.1861886,47.4044644
858,Point,hotel," 19.2624109, 47.4302328 ",19.2624109,47.4302328
860,Point,attraction," 19.0159326, 47.5329932 ",19.0159326,47.5329932
862,Point,information," 18.9281692, 47.5599505 ",18.9281692,47.5599505
