ID,poi shape,poi type,coordinate,amenity_types,latitude,longitude
29576,Point,bicycle_parking," 19.0518562, 47.4724082 ",Transportation: Bicycle,47.4724082,19.0518562
29577,Point,bank," 19.0712914, 47.4750969 ",Financial,47.4750969,19.0712914
29578,Point,fast_food," 18.9650313, 47.4504563 ",Sustenance,47.4504563,18.9650313
29579,Point,bureau_de_change," 18.9639736, 47.4502295 ",Financial,47.4502295,18.9639736
29580,Point,fast_food," 18.9659497, 47.4507417 ",Sustenance,47.4507417,18.9659497
29581,Point,fast_food," 18.9658988, 47.4506743 ",Sustenance,47.4506743,18.9658988
29582,Point,fast_food," 18.9647121, 47.4504552 ",Sustenance,47.4504552,18.9647121
29583,Point,cafe," 18.9682437, 47.4507202 ",Sustenance,47.4507202,18.9682437
29584,Point,fast_food," 18.963996, 47.4507744 ",Sustenance,47.4507744,18.963996
29585,Point,bureau_de_change," 18.9705289, 47.4533214 ",Financial,47.4533214,18.9705289
29586,Point,fast_food," 18.9637452, 47.4506747 ",Sustenance,47.4506747,18.9637452
29587,Point,vending_machine," 18.9662924, 47.4516699 ",Vending Machine,47.4516699,18.9662924
29588,Point,fast_food," 18.9647268, 47.4505268 ",Sustenance,47.4505268,18.9647268
29589,Point,atm," 18.9642685, 47.4502252 ",Financial,47.4502252,18.9642685
29590,Point,atm," 18.9641934, 47.4502263 ",Financial,47.4502263,18.9641934
29591,Point,recycling," 18.9660291, 47.4502724 ",Recycling,47.4502724,18.9660291
29592,Point,bench," 18.965849, 47.4503542 ",others,47.4503542,18.965849
29593,Point,vending_machine," 18.9660358, 47.4504008 ",Vending Machine,47.4504008,18.9660358
29594,Point,bench," 18.9659526, 47.450554 ",others,47.450554,18.9659526
29595,Point,waste_basket," 18.9638133, 47.4505811 ",others,47.4505811,18.9638133
29596,Point,toilets," 18.965203, 47.4506284 ",others,47.4506284,18.965203
29597,Point,atm," 18.9674658, 47.4506395 ",Financial,47.4506395,18.9674658
29598,Point,vending_machine," 18.9660563, 47.4506399 ",Vending Machine,47.4506399,18.9660563
29599,Point,atm," 18.9660275, 47.4506404 ",Financial,47.4506404,18.9660275
29600,Point,vending_machine," 18.9636862, 47.450652 ",Vending Machine,47.450652,18.9636862
29601,Point,bench," 18.9651601, 47.4506706 ",others,47.4506706,18.9651601
29602,Point,bicycle_parking," 18.9658337, 47.4506735 ",Transportation: Bicycle,47.4506735,18.9658337
29603,Point,post_box," 18.9658639, 47.4506739 ",others,47.4506739,18.9658639
29604,Point,bicycle_parking," 18.963709, 47.4506923 ",Transportation: Bicycle,47.4506923,18.963709
29605,Point,fast_food," 18.970879, 47.4531214 ",Sustenance,47.4531214,18.970879
29606,Point,vending_machine," 18.9712585, 47.4532434 ",Vending Machine,47.4532434,18.9712585
29607,Point,fast_food," 18.9650266, 47.450508 ",Sustenance,47.450508,18.9650266
29608,Point,vending_machine," 19.1492452, 47.4633893 ",Vending Machine,47.4633893,19.1492452
29609,Point,fast_food," 19.1483151, 47.4626614 ",Sustenance,47.4626614,19.1483151
29610,Point,pharmacy," 19.1492121, 47.4634353 ",Healthcare,47.4634353,19.1492121
29611,Point,vending_machine," 19.1492602, 47.4634129 ",Vending Machine,47.4634129,19.1492602
29612,Point,fast_food," 19.1491337, 47.463316 ",Sustenance,47.463316,19.1491337
29613,Point,pharmacy," 19.1478119, 47.4623266 ",Healthcare,47.4623266,19.1478119
29614,Point,clock," 19.1474185, 47.4621445 ",others,47.4621445,19.1474185
29615,Point,bench," 19.1478326, 47.4622732 ",others,47.4622732,19.1478326
29616,Point,vending_machine," 19.1480353, 47.4625389 ",Vending Machine,47.4625389,19.1480353
29617,Point,bench," 19.1475541, 47.4626088 ",others,47.4626088,19.1475541
29618,Point,toilets," 19.1473711, 47.4626559 ",others,47.4626559,19.1473711
29619,Point,vending_machine," 19.1482808, 47.4626681 ",Vending Machine,47.4626681,19.1482808
29620,Point,vending_machine," 19.1492371, 47.4634839 ",Vending Machine,47.4634839,19.1492371
29621,Point,ice_cream," 19.1566658, 47.4190228 ",others,47.4190228,19.1566658
29622,Point,restaurant," 19.156611, 47.4190008 ",Sustenance,47.4190008,19.156611
29623,Point,restaurant," 19.1565683, 47.4189802 ",Sustenance,47.4189802,19.1565683
29624,Point,fast_food," 19.1568894, 47.4190407 ",Sustenance,47.4190407,19.1568894
29625,Point,cafe," 19.1568262, 47.4189614 ",Sustenance,47.4189614,19.1568262
29626,Point,cafe," 19.0588372, 47.5026443 ",Sustenance,47.5026443,19.0588372
29627,Point,fountain," 19.0709046, 47.4862647 ",Arts,47.4862647,19.0709046
29628,Point,restaurant," 19.0741235, 47.4758706 ",Sustenance,47.4758706,19.0741235
29629,Point,fast_food," 19.0740225, 47.4758582 ",Sustenance,47.4758582,19.0740225
29630,Point,parking," 19.038583, 47.5026118 ",Parking,47.5026118,19.038583
29631,Point,taxi," 19.0412427, 47.4748643 ",others,47.4748643,19.0412427
29632,Point,bicycle_parking," 19.0734982, 47.4926865 ",Transportation: Bicycle,47.4926865,19.0734982
29633,Point,charging_station," 19.0697471, 47.4290241 ",others,47.4290241,19.0697471
29634,Point,kindergarten," 19.0194472, 47.4839368 ",School,47.4839368,19.0194472
29635,Point,cafe," 19.0499294, 47.4969879 ",Sustenance,47.4969879,19.0499294
29636,Point,telephone," 19.0538016, 47.4788432 ",others,47.4788432,19.0538016
29637,Point,bench," 18.9260418, 47.5254567 ",others,47.5254567,18.9260418
29638,Point,waste_basket," 18.9260673, 47.5254709 ",others,47.5254709,18.9260673
29639,Point,bench," 18.9309562, 47.5239194 ",others,47.5239194,18.9309562
29640,Point,bench," 18.9309227, 47.5239036 ",others,47.5239036,18.9309227
29641,Point,bench," 18.9308813, 47.5238633 ",others,47.5238633,18.9308813
29642,Point,bench," 18.93083, 47.5239515 ",others,47.5239515,18.93083
29643,Point,waste_basket," 18.930811, 47.5239534 ",others,47.5239534,18.930811
29644,Point,waste_basket," 18.9309003, 47.5238893 ",others,47.5238893,18.9309003
29645,Point,waste_basket," 18.9214447, 47.5245605 ",others,47.5245605,18.9214447
29646,Point,waste_basket," 18.9214378, 47.5248083 ",others,47.5248083,18.9214378
29647,Point,waste_basket," 18.9213662, 47.5246874 ",others,47.5246874,18.9213662
29648,Point,waste_basket," 18.9216127, 47.5252007 ",others,47.5252007,18.9216127
29649,Point,waste_basket," 18.9246843, 47.524902 ",others,47.524902,18.9246843
29650,Point,toilets," 18.9259783, 47.5255892 ",others,47.5255892,18.9259783
29651,Point,fountain," 19.0604518, 47.5322095 ",Arts,47.5322095,19.0604518
29652,Point,pub," 19.1025198, 47.5038586 ",Sustenance,47.5038586,19.1025198
29653,Point,fast_food," 19.065777, 47.5035744 ",Sustenance,47.5035744,19.065777
29654,Point,restaurant," 19.0720609, 47.4798038 ",Sustenance,47.4798038,19.0720609
29655,Point,parking_entrance," 19.0718913, 47.4798827 ",others,47.4798827,19.0718913
29656,Point,pharmacy," 19.0707314, 47.4880948 ",Healthcare,47.4880948,19.0707314
29657,Point,childcare," 19.1758562, 47.5054658 ",others,47.5054658,19.1758562
29658,Point,drinking_water," 18.9690685, 47.4033063 ",others,47.4033063,18.9690685
29659,Point,drinking_water," 18.9656872, 47.4017602 ",others,47.4017602,18.9656872
29660,Point,restaurant," 19.0660829, 47.498569 ",Sustenance,47.498569,19.0660829
29661,Point,waste_basket," 19.0437459, 47.6281464 ",others,47.6281464,19.0437459
29662,Point,bench," 19.0437583, 47.6281506 ",others,47.6281506,19.0437583
29663,Point,waste_basket," 19.0436918, 47.6285155 ",others,47.6285155,19.0436918
29664,Point,waste_basket," 19.0436389, 47.628624 ",others,47.628624,19.0436389
29665,Point,bench," 19.0436603, 47.6286317 ",others,47.6286317,19.0436603
29666,Point,bench," 19.043665, 47.628624 ",others,47.628624,19.043665
29667,Point,bench," 19.0435203, 47.628513 ",others,47.628513,19.0435203
29668,Point,waste_basket," 19.0434119, 47.6287432 ",others,47.6287432,19.0434119
29669,Point,bench," 19.0434412, 47.6288257 ",others,47.6288257,19.0434412
29670,Point,bench," 19.0432159, 47.6288377 ",others,47.6288377,19.0432159
29671,Point,bench," 19.0433393, 47.6288974 ",others,47.6288974,19.0433393
29672,Point,school," 19.0740231, 47.4912575 ",School,47.4912575,19.0740231
29673,Point,cafe," 19.074453, 47.4913431 ",Sustenance,47.4913431,19.074453
29674,Point,social_facility," 19.0773672, 47.4917831 ",Healthcare,47.4917831,19.0773672
29675,Point,waste_basket," 19.078249, 47.4930735 ",others,47.4930735,19.078249
29676,Point,waste_basket," 19.0739407, 47.4927714 ",others,47.4927714,19.0739407
29677,Point,social_facility," 19.073832, 47.4925769 ",Healthcare,47.4925769,19.073832
29678,Point,fast_food," 19.073596, 47.4925234 ",Sustenance,47.4925234,19.073596
29679,Point,pub," 19.0733787, 47.492479 ",Sustenance,47.492479,19.0733787
29680,Point,fast_food," 19.0732531, 47.4924551 ",Sustenance,47.4924551,19.0732531
29681,Point,restaurant," 19.0538635, 47.4942228 ",Sustenance,47.4942228,19.0538635
29682,Point,hunting_stand," 19.3607426, 47.4872701 ",others,47.4872701,19.3607426
29683,Point,hunting_stand," 19.3584681, 47.4882851 ",others,47.4882851,19.3584681
29684,Point,drinking_water," 19.3538225, 47.4912593 ",others,47.4912593,19.3538225
29685,Point,hunting_stand," 19.3679148, 47.4904057 ",others,47.4904057,19.3679148
29686,Point,fire_station," 19.395968, 47.5293905 ",others,47.5293905,19.395968
29687,Point,drinking_water," 19.3967794, 47.5295744 ",others,47.5295744,19.3967794
29688,Point,police," 19.3968062, 47.5295318 ",Police,47.5295318,19.3968062
29689,Point,fast_food," 19.3980521, 47.5299882 ",Sustenance,47.5299882,19.3980521
29690,Point,drinking_water," 19.4003119, 47.5251616 ",others,47.5251616,19.4003119
29691,Point,atm," 19.035019, 47.5335626 ",Financial,47.5335626,19.035019
29692,Point,bar," 19.0293008, 47.5065231 ",Sustenance,47.5065231,19.0293008
29693,Point,vending_machine," 19.0792823, 47.5589995 ",Vending Machine,47.5589995,19.0792823
29694,Point,vending_machine," 19.0792473, 47.558989 ",Vending Machine,47.558989,19.0792473
29695,Point,cafe," 19.0649169, 47.4995015 ",Sustenance,47.4995015,19.0649169
29696,Point,fast_food," 19.084126, 47.4700454 ",Sustenance,47.4700454,19.084126
29697,Point,parking," 19.0704772, 47.483688 ",Parking,47.483688,19.0704772
29698,Point,clinic," 19.1317923, 47.4249128 ",Healthcare,47.4249128,19.1317923
29699,Point,clinic," 19.131339, 47.424637 ",Healthcare,47.424637,19.131339
29700,Point,clinic," 19.134099, 47.426272 ",Healthcare,47.426272,19.134099
29701,Point,drinking_water," 19.0161421, 47.418999 ",others,47.418999,19.0161421
29702,Point,drinking_water," 19.0191542, 47.4137018 ",others,47.4137018,19.0191542
29703,Point,restaurant," 19.0540571, 47.479326 ",Sustenance,47.479326,19.0540571
29704,Point,bank," 19.05655, 47.5120583 ",Financial,47.5120583,19.05655
29705,Point,shelter," 19.0535423, 47.4760221 ",others,47.4760221,19.0535423
29706,Point,shelter," 19.0540281, 47.4758843 ",others,47.4758843,19.0540281
29707,Point,shelter," 19.0537118, 47.4759734 ",others,47.4759734,19.0537118
29708,Point,bicycle_parking," 19.0556782, 47.4766899 ",Transportation: Bicycle,47.4766899,19.0556782
29709,Point,waste_basket," 19.0544096, 47.4766488 ",others,47.4766488,19.0544096
29710,Point,school," 19.0555691, 47.4767503 ",School,47.4767503,19.0555691
29711,Point,shelter," 19.0538602, 47.4759305 ",others,47.4759305,19.0538602
29712,Point,vending_machine," 18.9273608, 47.6015796 ",Vending Machine,47.6015796,18.9273608
29713,Point,cafe," 19.0484924, 47.5136135 ",Sustenance,47.5136135,19.0484924
29714,Point,school," 19.1534645, 47.4780843 ",School,47.4780843,19.1534645
29715,Point,pub," 19.1578475, 47.4768507 ",Sustenance,47.4768507,19.1578475
29716,Point,drinking_water," 19.1377347, 47.5434336 ",others,47.5434336,19.1377347
29717,Point,restaurant," 19.0547908, 47.5072897 ",Sustenance,47.5072897,19.0547908
29718,Point,hunting_stand," 19.3711967, 47.387388 ",others,47.387388,19.3711967
29719,Point,hunting_stand," 19.3623917, 47.4039567 ",others,47.4039567,19.3623917
29720,Point,hunting_stand," 19.3445143, 47.4094664 ",others,47.4094664,19.3445143
29721,Point,hunting_stand," 19.3427348, 47.411949 ",others,47.411949,19.3427348
29722,Point,hunting_stand," 19.3601812, 47.4178404 ",others,47.4178404,19.3601812
29723,Point,hunting_stand," 19.3546971, 47.4152585 ",others,47.4152585,19.3546971
29724,Point,hunting_stand," 19.3497224, 47.4138776 ",others,47.4138776,19.3497224
29725,Point,hunting_stand," 19.3506604, 47.4096666 ",others,47.4096666,19.3506604
29726,Point,hunting_stand," 19.3373423, 47.4144325 ",others,47.4144325,19.3373423
29727,Point,bench," 19.0705021, 47.4837075 ",others,47.4837075,19.0705021
29728,Point,bench," 19.070484, 47.4837102 ",others,47.4837102,19.070484
29729,Point,bench," 19.0704625, 47.4836409 ",others,47.4836409,19.0704625
29730,Point,bench," 19.0704444, 47.4836436 ",others,47.4836436,19.0704444
29731,Point,hunting_stand," 19.3602007, 47.3608013 ",others,47.3608013,19.3602007
29732,Point,cafe," 19.0491333, 47.5074167 ",Sustenance,47.5074167,19.0491333
29733,Point,police," 19.3458008, 47.3859813 ",Police,47.3859813,19.3458008
29734,Point,dentist," 19.3459846, 47.3860562 ",Healthcare,47.3860562,19.3459846
29735,Point,ice_cream," 19.340166, 47.3812248 ",others,47.3812248,19.340166
29736,Point,ice_cream," 19.3433766, 47.3835284 ",others,47.3835284,19.3433766
29737,Point,music_school," 19.3472774, 47.3841211 ",School,47.3841211,19.3472774
29738,Point,bench," 19.3488231, 47.6248371 ",others,47.6248371,19.3488231
29739,Point,waste_basket," 19.3487877, 47.6248203 ",others,47.6248203,19.3487877
29740,Point,fast_food," 19.054145, 47.48301 ",Sustenance,47.48301,19.054145
29741,Point,restaurant," 19.035876, 47.4739102 ",Sustenance,47.4739102,19.035876
29742,Point,cafe," 19.1727052, 47.4887456 ",Sustenance,47.4887456,19.1727052
29743,Point,drinking_water," 19.0181148, 47.4175924 ",others,47.4175924,19.0181148
29744,Point,waste_basket," 19.0473, 47.4900366 ",others,47.4900366,19.0473
29745,Point,waste_basket," 19.0472135, 47.4901138 ",others,47.4901138,19.0472135
29746,Point,waste_basket," 19.0471983, 47.4900351 ",others,47.4900351,19.0471983
29747,Point,waste_basket," 19.0472911, 47.4899517 ",others,47.4899517,19.0472911
29748,Point,waste_basket," 19.0474052, 47.4898493 ",others,47.4898493,19.0474052
29749,Point,waste_basket," 19.0474505, 47.4899024 ",others,47.4899024,19.0474505
29750,Point,fast_food," 19.0517434, 47.45736 ",Sustenance,47.45736,19.0517434
29751,Point,drinking_water," 19.0137929, 47.4238668 ",others,47.4238668,19.0137929
29752,Point,drinking_water," 19.0232031, 47.4197898 ",others,47.4197898,19.0232031
29753,Point,dog_bin," 19.0675779, 47.4149823 ",others,47.4149823,19.0675779
29754,Point,drinking_water," 19.014834, 47.4244738 ",others,47.4244738,19.014834
29755,Point,parking_entrance," 19.0059019, 47.4662402 ",others,47.4662402,19.0059019
29756,Point,toilets," 19.0061638, 47.4667829 ",others,47.4667829,19.0061638
29757,Point,toilets," 19.0063192, 47.466744 ",others,47.466744,19.0063192
29758,Point,fountain," 19.1470242, 47.4629424 ",Arts,47.4629424,19.1470242
29759,Point,atm," 19.1476575, 47.4625354 ",Financial,47.4625354,19.1476575
29760,Point,cafe," 19.0784702, 47.5141734 ",Sustenance,47.5141734,19.0784702
29761,Point,waste_basket," 19.1349193, 47.5358547 ",others,47.5358547,19.1349193
29762,Point,waste_basket," 19.1344581, 47.5354984 ",others,47.5354984,19.1344581
29763,Point,waste_basket," 19.1337204, 47.5349285 ",others,47.5349285,19.1337204
29764,Point,recycling," 19.1335473, 47.534837 ",Recycling,47.534837,19.1335473
29765,Point,recycling," 19.1335212, 47.5348533 ",Recycling,47.5348533,19.1335212
29766,Point,vending_machine," 19.0614241, 47.6135625 ",Vending Machine,47.6135625,19.0614241
29767,Point,fast_food," 19.0610293, 47.6133186 ",Sustenance,47.6133186,19.0610293
29768,Point,bureau_de_change," 19.0610686, 47.6133868 ",Financial,47.6133868,19.0610686
29769,Point,fast_food," 19.0612064, 47.6132581 ",Sustenance,47.6132581,19.0612064
29770,Point,cafe," 19.0611754, 47.6132214 ",Sustenance,47.6132214,19.0611754
29771,Point,fast_food," 19.0611323, 47.6131704 ",Sustenance,47.6131704,19.0611323
29772,Point,pharmacy," 19.0610372, 47.6129714 ",Healthcare,47.6129714,19.0610372
29773,Point,toilets," 19.0610052, 47.6126201 ",others,47.6126201,19.0610052
29774,Point,atm," 19.060463, 47.6120018 ",Financial,47.6120018,19.060463
29775,Point,atm," 19.0604762, 47.6120284 ",Financial,47.6120284,19.0604762
29776,Point,cafe," 19.0272548, 47.4777604 ",Sustenance,47.4777604,19.0272548
29777,Point,fast_food," 19.0272347, 47.4777323 ",Sustenance,47.4777323,19.0272347
29778,Point,atm," 19.0723115, 47.481698 ",Financial,47.481698,19.0723115
29779,Point,atm," 19.0714518, 47.4823196 ",Financial,47.4823196,19.0714518
29780,Point,restaurant," 19.0677572, 47.5021578 ",Sustenance,47.5021578,19.0677572
29781,Point,drinking_water," 19.0135115, 47.429038 ",others,47.429038,19.0135115
29782,Point,fast_food," 19.0504817, 47.4793905 ",Sustenance,47.4793905,19.0504817
29783,Point,bench," 19.1455146, 47.4631 ",others,47.4631,19.1455146
29784,Point,cafe," 19.1474289, 47.4629296 ",Sustenance,47.4629296,19.1474289
29785,Point,fast_food," 19.1479592, 47.4620733 ",Sustenance,47.4620733,19.1479592
29786,Point,bench," 19.1458534, 47.4630966 ",others,47.4630966,19.1458534
29787,Point,bench," 19.1454476, 47.4630528 ",others,47.4630528,19.1454476
29788,Point,atm," 19.1453512, 47.4631165 ",Financial,47.4631165,19.1453512
29789,Point,bank," 19.1453878, 47.4631292 ",Financial,47.4631292,19.1453878
29790,Point,atm," 19.0601585, 47.486633 ",Financial,47.486633,19.0601585
29791,Point,waste_basket," 19.0291746, 47.5134436 ",others,47.5134436,19.0291746
29792,Point,bureau_de_change," 19.0600771, 47.4886653 ",Financial,47.4886653,19.0600771
29793,Point,restaurant," 19.2605637, 47.4330242 ",Sustenance,47.4330242,19.2605637
29794,Point,bench," 19.0889265, 47.5133662 ",others,47.5133662,19.0889265
29795,Point,bench," 19.0889329, 47.513401 ",others,47.513401,19.0889329
29796,Point,bench," 19.0889372, 47.5134322 ",others,47.5134322,19.0889372
29797,Point,bench," 19.0889458, 47.5134598 ",others,47.5134598,19.0889458
29798,Point,bench," 19.09072, 47.5140276 ",others,47.5140276,19.09072
29799,Point,bench," 19.0907473, 47.5140036 ",others,47.5140036,19.0907473
29800,Point,bench," 19.0907709, 47.513987 ",others,47.513987,19.0907709
29801,Point,bench," 19.0907891, 47.513968 ",others,47.513968,19.0907891
29802,Point,waste_basket," 19.0906469, 47.5142233 ",others,47.5142233,19.0906469
29803,Point,drinking_water," 19.0906063, 47.5141924 ",others,47.5141924,19.0906063
29804,Point,bench," 19.0321615, 47.500263 ",others,47.500263,19.0321615
29805,Point,bench," 19.0321845, 47.5002516 ",others,47.5002516,19.0321845
29806,Point,bench," 19.031641, 47.4998527 ",others,47.4998527,19.031641
29807,Point,waste_basket," 19.0328933, 47.4967355 ",others,47.4967355,19.0328933
29808,Point,vending_machine," 19.0353566, 47.4975654 ",Vending Machine,47.4975654,19.0353566
29809,Point,waste_basket," 19.0351258, 47.4977218 ",others,47.4977218,19.0351258
29810,Point,waste_basket," 19.0342277, 47.4983441 ",others,47.4983441,19.0342277
29811,Point,waste_basket," 19.0344117, 47.4984747 ",others,47.4984747,19.0344117
29812,Point,waste_basket," 19.0355562, 47.4987269 ",others,47.4987269,19.0355562
29813,Point,waste_basket," 19.034083, 47.4992668 ",others,47.4992668,19.034083
29814,Point,waste_basket," 19.0344157, 47.4984724 ",others,47.4984724,19.0344157
29815,Point,waste_basket," 19.0355584, 47.4987262 ",others,47.4987262,19.0355584
29816,Point,waste_basket," 19.0340863, 47.4992669 ",others,47.4992669,19.0340863
29817,Point,waste_basket," 19.0543573, 47.4832255 ",others,47.4832255,19.0543573
29818,Point,vending_machine," 19.0711019, 47.492878 ",Vending Machine,47.492878,19.0711019
29819,Point,shelter," 19.0710968, 47.4928399 ",others,47.4928399,19.0710968
29820,Point,shelter," 19.0710849, 47.4927501 ",others,47.4927501,19.0710849
29821,Point,waste_basket," 19.0710813, 47.4927234 ",others,47.4927234,19.0710813
29822,Point,waste_basket," 19.071075, 47.492676 ",others,47.492676,19.071075
29823,Point,shelter," 19.0710675, 47.4926201 ",others,47.4926201,19.0710675
29824,Point,waste_basket," 19.0710486, 47.4924782 ",others,47.4924782,19.0710486
29825,Point,waste_basket," 19.0711663, 47.4924695 ",others,47.4924695,19.0711663
29826,Point,shelter," 19.0710512, 47.4924976 ",others,47.4924976,19.0710512
29827,Point,shelter," 19.0711689, 47.4924895 ",others,47.4924895,19.0711689
29828,Point,shelter," 19.0711846, 47.4926123 ",others,47.4926123,19.0711846
29829,Point,shelter," 19.071202, 47.4927457 ",others,47.4927457,19.071202
29830,Point,shelter," 19.0712148, 47.492836 ",others,47.492836,19.0712148
29831,Point,vending_machine," 19.0398622, 47.5156756 ",Vending Machine,47.5156756,19.0398622
29832,Point,hunting_stand," 19.3203953, 47.3733747 ",others,47.3733747,19.3203953
29833,Point,school," 19.1216768, 47.4839799 ",School,47.4839799,19.1216768
29834,Point,bench," 18.9766154, 47.6272051 ",others,47.6272051,18.9766154
29835,Point,cafe," 19.0632622, 47.489572 ",Sustenance,47.489572,19.0632622
29836,Point,pub," 19.0522834, 47.4832618 ",Sustenance,47.4832618,19.0522834
29837,Point,vending_machine," 19.053673, 47.4794063 ",Vending Machine,47.4794063,19.053673
29838,Point,bench," 19.0565902, 47.4793927 ",others,47.4793927,19.0565902
29839,Point,vending_machine," 19.0557849, 47.4791572 ",Vending Machine,47.4791572,19.0557849
29840,Point,bench," 19.0566057, 47.4794282 ",others,47.4794282,19.0566057
29841,Point,toilets," 19.0494746, 47.4609273 ",others,47.4609273,19.0494746
29842,Point,shelter," 19.0394721, 47.5058512 ",others,47.5058512,19.0394721
29843,Point,vending_machine," 19.039057, 47.506197 ",Vending Machine,47.506197,19.039057
29844,Point,vending_machine," 19.0391386, 47.506391 ",Vending Machine,47.506391,19.0391386
29845,Point,vending_machine," 19.0391419, 47.5063876 ",Vending Machine,47.5063876,19.0391419
29846,Point,vending_machine," 19.0391458, 47.506384 ",Vending Machine,47.506384,19.0391458
29847,Point,waste_basket," 19.0388796, 47.5061774 ",others,47.5061774,19.0388796
29848,Point,drinking_water," 19.038724, 47.5061774 ",others,47.5061774,19.038724
29849,Point,bench," 19.0387903, 47.5061774 ",others,47.5061774,19.0387903
29850,Point,bench," 19.0393367, 47.5066129 ",others,47.5066129,19.0393367
29851,Point,bench," 19.0393367, 47.5065979 ",others,47.5065979,19.0393367
29852,Point,bar," 19.0600753, 47.5082275 ",Sustenance,47.5082275,19.0600753
29853,Point,toilets," 19.0483327, 47.4603714 ",others,47.4603714,19.0483327
29854,Point,bank," 19.1460791, 47.455767 ",Financial,47.455767,19.1460791
29855,Point,restaurant," 19.0323088, 47.5030229 ",Sustenance,47.5030229,19.0323088
29856,Point,bureau_de_change," 18.9237356, 47.378351 ",Financial,47.378351,18.9237356
29857,Point,bank," 18.9235036, 47.3782732 ",Financial,47.3782732,18.9235036
29858,Point,vending_machine," 18.9254469, 47.3795764 ",Vending Machine,47.3795764,18.9254469
29859,Point,fast_food," 18.9232899, 47.378161 ",Sustenance,47.378161,18.9232899
29860,Point,vending_machine," 18.925404, 47.3795709 ",Vending Machine,47.3795709,18.925404
29861,Point,waste_basket," 19.00583, 47.4838716 ",others,47.4838716,19.00583
29862,Point,waste_basket," 19.0057361, 47.483872 ",others,47.483872,19.0057361
29863,Point,bench," 19.0057582, 47.4838725 ",others,47.4838725,19.0057582
29864,Point,bench," 19.0057871, 47.4838716 ",others,47.4838716,19.0057871
29865,Point,bench," 19.005838, 47.4839001 ",others,47.4839001,19.005838
29866,Point,waste_basket," 19.006005, 47.4838602 ",others,47.4838602,19.006005
29867,Point,waste_basket," 19.0060211, 47.4839921 ",others,47.4839921,19.0060211
29868,Point,bench," 19.0060063, 47.4838906 ",others,47.4838906,19.0060063
29869,Point,bench," 19.0060113, 47.4839269 ",others,47.4839269,19.0060113
29870,Point,bench," 19.0060164, 47.483964 ",others,47.483964,19.0060164
29871,Point,telephone," 18.9990105, 47.4820748 ",others,47.4820748,18.9990105
29872,Point,pharmacy," 19.0373623, 47.4758926 ",Healthcare,47.4758926,19.0373623
29873,Point,waste_basket," 18.9997235, 47.4713274 ",others,47.4713274,18.9997235
29874,Point,bench," 18.9987772, 47.4706966 ",others,47.4706966,18.9987772
29875,Point,bench," 18.9987596, 47.470684 ",others,47.470684,18.9987596
29876,Point,bench," 18.9987418, 47.4706713 ",others,47.4706713,18.9987418
29877,Point,bench," 18.999409, 47.4709937 ",others,47.4709937,18.999409
29878,Point,bench," 18.9993924, 47.4710031 ",others,47.4710031,18.9993924
29879,Point,bench," 18.9993725, 47.4710144 ",others,47.4710144,18.9993725
29880,Point,bench," 18.999356, 47.4710238 ",others,47.4710238,18.999356
29881,Point,bench," 18.9991565, 47.4709295 ",others,47.4709295,18.9991565
29882,Point,bench," 18.9991389, 47.470917 ",others,47.470917,18.9991389
29883,Point,bench," 18.9991212, 47.4709042 ",others,47.4709042,18.9991212
29884,Point,waste_basket," 18.9989114, 47.4701662 ",others,47.4701662,18.9989114
29885,Point,waste_basket," 18.9989571, 47.470251 ",others,47.470251,18.9989571
29886,Point,waste_basket," 18.9992536, 47.4700876 ",others,47.4700876,18.9992536
29887,Point,bench," 18.9990735, 47.4702655 ",others,47.4702655,18.9990735
29888,Point,waste_basket," 18.9989007, 47.4704253 ",others,47.4704253,18.9989007
29889,Point,bench," 18.9989661, 47.4704303 ",others,47.4704303,18.9989661
29890,Point,bench," 18.9989242, 47.4704306 ",others,47.4704306,18.9989242
29891,Point,bench," 18.9988773, 47.47042 ",others,47.47042,18.9988773
29892,Point,bench," 18.9988469, 47.4704053 ",others,47.4704053,18.9988469
29893,Point,bench," 18.9986312, 47.4697651 ",others,47.4697651,18.9986312
29894,Point,bench," 18.9985512, 47.4697842 ",others,47.4697842,18.9985512
29895,Point,bench," 18.9984718, 47.4698043 ",others,47.4698043,18.9984718
29896,Point,bench," 18.9983791, 47.4697859 ",others,47.4697859,18.9983791
29897,Point,bench," 18.9982006, 47.469381 ",others,47.469381,18.9982006
29898,Point,bench," 18.9982114, 47.4693536 ",others,47.4693536,18.9982114
29899,Point,bench," 18.9985863, 47.4692723 ",others,47.4692723,18.9985863
29900,Point,bench," 18.9985977, 47.4693078 ",others,47.4693078,18.9985977
29901,Point,bench," 18.9984046, 47.4694161 ",others,47.4694161,18.9984046
29902,Point,bench," 18.9983919, 47.4694508 ",others,47.4694508,18.9983919
29903,Point,bench," 18.998383, 47.4694761 ",others,47.4694761,18.998383
29904,Point,bench," 19.0312372, 47.4854967 ",others,47.4854967,19.0312372
29905,Point,bench," 19.0309876, 47.4854899 ",others,47.4854899,19.0309876
29906,Point,bench," 19.0000107, 47.4701198 ",others,47.4701198,19.0000107
29907,Point,bench," 18.9999889, 47.4701247 ",others,47.4701247,18.9999889
29908,Point,bench," 18.9999672, 47.4701296 ",others,47.4701296,18.9999672
29909,Point,bench," 19.0001247, 47.4696453 ",others,47.4696453,19.0001247
29910,Point,waste_basket," 18.9986164, 47.4695884 ",others,47.4695884,18.9986164
