ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
2219,1,0,0,402,71,5.661971831000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izabella utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,804,62,93,"Partly furnished, equipped",0,1,1,0,2,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1 month,-1,-1,-1,Yes,-1,"Flat to let on the corner of Király and Izabella streets AFTER JANUARY 15TH 2019. Well insulated windows, modernised kitchen, IKEA wardrobe and a few furnitures.  
The flat is available for rent for a fix term of three months and only after December 15. We wish to sell the flat within the next six months.",,,,47.5061546,19.0692748,47.5061546,19.0692748,1064,6,2.185353000592652,1.7587967140238336,1.2153157098791467,1.088796103460843,3.3958825492450986,15.671834675342295
2220,1,0,0,1000,70,14.28571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veres Pálné utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2000,164,3,"Furnished, equipped",1,1,0,0,6,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,1,-1,"Apartment, 70 sqm for rent in Veres Pálné street, District 5.

The flat is on the 6th floor, with panoramic view for Gellért hill. It has american kitchen, living room, 2 bedrooms, bathroom, toilet. Fully furnished, equipped (washing machine, fridge, dish washer, air codition, microwave). All rooms have led tv-s. It has active internet, cabel tv.
Great location, Kálvin and Fővám sqaure are 5 minutes walking distance.

Rental fee:  1000 euro/month
Common fee: 170 euro/month
Deposit: 2000 euro",,,,47.4908526,19.0563049,47.4908526,19.0563049,1053,5,1.8861660885921827,0.758085163637005,2.3780610282970147,2.3086123163941816,2.6537882253863554,15.83574994772573
2221,1,0,0,371,46,8.065217391000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dembinszky utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,742,46,53,"Empty, equipped",0,1,0,1,2,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.710 km )Eötvös Loránd Tudományegyetem - ELTE TÓFK ( 1.715 km )Közép-Európai Egyetem - KEE ( 1.784 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 1.891 km )Semmelweis Egyetem - SE TSK ( 1.522 km )Central European University - CEU ( 1.784 km )

                    More
                    



",47.5062069,19.0799653,47.5062069,19.0799653,1071,7,2.9330130186376517,2.4477631291692963,0.6087796503608025,1.8099164766569396,4.191727722890656,14.974488841699454
2222,1,0,0,433,62,6.983870968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Daróczi út,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,866,46,49,Partly furnished,0,0,1,0,3,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,1,-1,,,,47.4777806,19.0305722,47.4777806,19.0305722,1113,11,0.6019062941727616,2.575147604139544,4.7872204385334145,4.261182392205421,2.6641890838552,17.227835805055758
2223,1,0,0,556,45,12.35555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kárpát utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1113,46,40,"Furnished, equipped",1,1,0,0,7,-1,Danube,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,rieltor.alberlet.hu,,,,47.5231764,19.0554952,47.5231764,19.0554952,1133,13,0.5400641084703041,2.985499118992883,3.224341096041729,1.293274780622872,3.352783176066409,17.52470957699794
2224,1,0,0,587,65,9.030769231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Folyóka utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1175,62,46,"Furnished, equipped",1,1,0,0,Half floor,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,At least one year,Yes,-1,-1,-1,1,rieltor.alberlet.hu,,,,47.5316273,19.0315664,47.5316273,19.0315664,1037,3,1.4736507990113836,4.159594489401162,5.168169395505731,2.944673193689422,3.4013871593919975,19.545989399845503
2225,1,0,0,1793,80,22.4125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Danubius utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,3586,93,133,Luxury,1,1,0,0,6,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,-1,-1,-1,-1,revival.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.715 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.232 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.260 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.339 km )Baptista Teológiai Akadémia - BTA ( 0.815 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.962 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.962 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.600 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.088 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.867 km )Közép-Európai Egyetem - KEE ( 1.512 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.984 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.510 km )McDaniel College - MCDC ( 1.070 km )Magyar Képzőművészeti Egyetem - MKE ( 0.018 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.581 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.754 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.724 km )Semmelweis Egyetem - SE EFK ( 1.538 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.331 km )Szent István Egyetem - SZIE ÁOTK ( 0.966 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.950 km )Central European University - CEU ( 1.512 km )

                    More
                    



",47.5480001,19.0660634,47.5480001,19.0660634,1138,13,0.29027502729471816,5.839046204481904,5.350997520429079,4.100908848211056,6.044380092471584,18.53912333341884
2226,1,0,0,371,29,12.79310345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balaton utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,31,62,"Furnished, IKEA, KIKA",1,0,0,0,4,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,-1,-1,-1,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.715 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.232 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.260 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.339 km )Baptista Teológiai Akadémia - BTA ( 0.815 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.962 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.962 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.600 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.088 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.867 km )Közép-Európai Egyetem - KEE ( 1.512 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.984 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.510 km )McDaniel College - MCDC ( 1.070 km )Magyar Képzőművészeti Egyetem - MKE ( 0.018 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.581 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.754 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.724 km )Semmelweis Egyetem - SE EFK ( 1.538 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.331 km )Szent István Egyetem - SZIE ÁOTK ( 0.966 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.950 km )Central European University - CEU ( 1.512 km )

                    More
                    



",47.5109596,19.0506026,47.5109596,19.0506026,1055,5,0.6843019806653021,1.6052943937601194,2.7136298063964857,0.5030534040287942,2.2224785724160867,17.16024531285534
2227,1,0,0,572,53,10.79245283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honvéd tér,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1144,77,37,"Empty, equipped",0,1,0,1,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.5103468,19.0500908,47.5103468,19.0500908,1055,5,0.6728542210826716,1.5378241710796416,2.7234293440888924,0.5542972269204824,2.156535636768371,17.16253069118474
2228,1,0,0,1175,98,11.98979592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Radnóti Miklós utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2349,77,46,"Empty, equipped",0,1,0,1,5,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.265 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.701 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.794 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.794 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.794 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.990 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.822 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.436 km )Baptista Teológiai Akadémia - BTA ( 1.888 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.293 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.293 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.005 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.727 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.542 km )Közép-Európai Egyetem - KEE ( 0.449 km )Károli Gáspár Református Egyetem - KRE ( 1.508 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.565 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.921 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.710 km )McDaniel College - MCDC ( 1.870 km )Magyar Képzőművészeti Egyetem - MKE ( 1.074 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.477 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.397 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.295 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.361 km )Semmelweis Egyetem - SE ( 1.904 km )Semmelweis Egyetem - SE ÁOK ( 1.904 km )Semmelweis Egyetem - SE EFK ( 1.274 km )Semmelweis Egyetem - SE FOK ( 1.904 km )Semmelweis Egyetem - SE GYTK ( 1.904 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.092 km )Szent István Egyetem - SZIE ÁOTK ( 1.733 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.038 km )Central European University - CEU ( 0.449 km )

                    More
                    



",47.51520410000001,19.0529315,47.51520410000001,19.0529315,1136,13,0.6783132656686431,2.0839770948727563,2.7832858643214493,0.5142740525207665,2.622716159908969,17.233618893598415
2229,1,0,0,2000,90,22.22222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kálmán Imre utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,4000,93,-1,"Furnished, equipped",1,1,0,0,Rooftop,-1,View to the city,0,0,0,0,0,0,0,0,0,0,0,0,1,0,At least one year,-1,-1,Yes,-1,-1,-1,,,"Budapesti Műszaki Főiskola - BMF ( 1.789 km )Budapesti Műszaki Főiskola - BMF KVK ( 1.776 km )Budapesti Műszaki Főiskola - BMF NIK ( 1.789 km )Budapesti Műszaki Főiskola - BMF RKK ( 1.732 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 1.751 km )

                    More
                    



",47.5068001,19.052104,47.5068001,19.052104,1054,5,0.9554550653778503,1.1475973317891583,2.458525558998531,0.6586373909013129,2.15019219570122,16.84800974640084
2230,1,0,0,850,80,10.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szalamandra köz,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1700,77,15,"Empty, equipped",0,1,0,1,1,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.769 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.903 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.578 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.578 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.578 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.602 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.055 km )Budapesti Műszaki Főiskola - BMF BGK ( 0.169 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.884 km )Baptista Teológiai Akadémia - BTA ( 1.621 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.146 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.146 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.858 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.599 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.685 km )Közép-Európai Egyetem - KEE ( 1.637 km )Károli Gáspár Református Egyetem - KRE ( 1.130 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.937 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.350 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.818 km )McDaniel College - MCDC ( 0.988 km )Magyar Képzőművészeti Egyetem - MKE ( 1.161 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.422 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.715 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.292 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.325 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.698 km )Semmelweis Egyetem - SE ( 1.163 km )Semmelweis Egyetem - SE ÁOK ( 1.163 km )Semmelweis Egyetem - SE EFK ( 0.497 km )Semmelweis Egyetem - SE FOK ( 1.163 km )Semmelweis Egyetem - SE GYTK ( 1.163 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.399 km )Szent István Egyetem - SZIE ÁOTK ( 0.871 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.445 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.099 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.501 km )Central European University - CEU ( 1.637 km )

                    More
                    



",47.53492470000001,19.0034615,47.53492470000001,19.0034615,1025,2,3.573480464339223,5.551628262450697,7.094625320858947,4.798517665088022,4.052223760828211,21.546551587470045
2231,1,0,0,371,30,12.36666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Széchenyi rakpart,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,6,"Furnished, equipped",1,1,0,0,7,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,1,www.horland.hu,,,,47.5026032,19.0455431,47.5026032,19.0455431,1054,5,0.6627251896426699,0.7793255405813819,2.8801023979346083,1.3314479621734543,1.5775631347448376,17.090822118074485
2232,1,0,0,371,30,12.36666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Széchenyi rakpart,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,6,"Furnished, equipped",1,1,0,0,7,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,1,www.horland.hu,,,,47.5026032,19.0455431,47.5026032,19.0455431,1054,5,0.6627251896426699,0.7793255405813819,2.8801023979346083,1.3314479621734543,1.5775631347448376,17.090822118074485
2233,1,0,0,340,55,6.181818182000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Czobor utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,680,62,31,"Furnished, equipped",1,1,0,0,2,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,1,www.horland.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.503 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.927 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.152 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.296 km )Baptista Teológiai Akadémia - BTA ( 1.196 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.693 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.693 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.338 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.847 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.050 km )Közép-Európai Egyetem - KEE ( 1.131 km )Károli Gáspár Református Egyetem - KRE ( 1.840 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.793 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.311 km )McDaniel College - MCDC ( 1.325 km )Magyar Képzőművészeti Egyetem - MKE ( 0.384 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.479 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.573 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.754 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.540 km )Semmelweis Egyetem - SE EFK ( 1.376 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.162 km )Szent István Egyetem - SZIE ÁOTK ( 1.201 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.614 km )Central European University - CEU ( 1.131 km )

                    More
                    



",47.527921,19.109272,47.527921,19.109272,1147,14,4.120154042453287,5.615930246534622,3.513500906715293,4.3084929284524405,7.008274915227322,14.63263705963089
2234,1,0,0,680,82,8.292682927000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Edömér utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1360,62,49,Empty,0,0,0,1,0,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,-1,-1,1,-1,-1,"It is a popular, frequented, easily accessible part of Belbuda, a property office or apartment with a view over a park facing an unbottomed lake.                     
The 82 m2, 3 rooms + Hallos property is located on the ground floor of a maintained, tidy condominium with barrier-free access, entrance to the house's interior, green and quiet garden, the half-room window opens. The lounge is A front east, Morning-day, street-facing, or park-facing.                     
Each room has a private entrance and the half-room is complemented by large storage. The apartment is refurbished (fresh painting, decorating, parquet sanding and lacquering).                     
The cost of maintaining a moderate price, the common cost of 16.500 HUF also includes the fee for unlimited cold water consumption. Heating is A ZIRP.                     
The location of the city is excellent, there is a bus no. 7, the Buda Hills (19, 41), and the metro station in Móricz Zsigmond Square is a short walk away.                     
Parking in the neighbouring Diószeg Street is free of charge, and it is part of the paying zone in front of the house.                     
For a monthly rent and two monthly deposit you can move for a long period (minimum one year) from October 24. Smoking in the apartment and animal husbandence are not allowed.                     
The phone number can be called on weekends.                     
I send photos and floor-drawings on request.                    
",,,,47.47657810000001,19.0397127,47.47657810000001,19.0397127,1113,11,1.2911944756582745,2.366537878459474,4.314139696225512,4.111210420933009,2.9840171173684698,16.529393487292587
2235,1,0,0,603,60,10.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dereglye utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1206,90,49,"Partly furnished, equipped",0,1,1,0,4,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,At least one year,-1,1,Yes,-1,-1,"A flat is available for RENT (suitable for Office too) close to Kolosy Square in a small street for long term under the following conditions:     
- Building: clean and tidy with elevator and quiet neighbourhood     
- Flat: top floor with a lovely view to the Danube and lots of trees     
Front door opens from the staircase directly and it is 60 m2 plus 3 m2 balcony plus a french window. It is freshly renewed and painted and not furnished except the kitchen (see the pictures)     
- Settings: porch, American kitchen, bathroom includes toilette, 2 big rooms with balcony and a small room     
- Costs: common cost of the house: 16.000,- HUF / a month     
water: according to its individual water-meter     
electricity: same to the water – individually     
heating and hot water is provided by TÁVHŐ     
- Location: excellent, 2 minute walk to Suburbantrain/Szentendre, 2 minute walk to busstop of several buses such as 9, 29, 109, 111 (nightbus of 923, 934, 960) 5-6 minute walk to tramstop of 17, 19, 41 and also to Kolosy Square     
- It is a very popular part of Budapest, there are many restaurants, bistros, pubs and also sport facilities such as swimming pools, fitness centers, gyms and for runners Margaret Island is close too.     
- Smoking and pets are not allowed.     
- Rent: 195 000 HUF / a month + 2 month caution money ",,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.641 km )Eötvös Loránd Tudományegyetem - ELTE TÓFK ( 1.688 km )Közép-Európai Egyetem - KEE ( 1.695 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 1.979 km )Semmelweis Egyetem - SE TSK ( 1.480 km )Central European University - CEU ( 1.695 km )

                    More
                    



",47.5294331,19.0391936,47.5294331,19.0391936,1036,3,0.8518341432144847,3.760140467767239,4.5782673677516375,2.4009800759635485,3.303750343787915,18.93109876643177
2236,1,0,0,711,60,11.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erzsébet körút,"
                1 room                            ",1,0,Brick Apartment,1,0,1422,77,37,"Furnished, equipped",1,1,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.50049170000001,19.0686682,47.50049170000001,19.0686682,1073,7,2.3688221213176117,1.4199399333693687,1.1443247011241537,1.504979739945388,3.3106293829993985,15.421421708406337
2237,1,0,0,430,30,14.33333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ferenc körút,"
                1 room                            ",1,0,Brick Apartment,1,0,859,46,28,"Furnished, equipped",1,1,0,0,2,-1,Courtyard and light shed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,1,royalhome.alberlet.hu,,,,47.4831264,19.0688038,47.4831264,19.0688038,1094,9,3.0714027905916357,2.0171033244058685,2.32484377026344,3.2838380860498457,3.8922969133891434,14.65450747957652
2238,1,0,0,1500,125,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazinczy utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,3000,263,-1,"Furnished, equipped",1,1,0,0,5,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,-1,-1,-1,-1,"In the popular downtown area of Madach Passage near the Gozsdu Court, in the 2006 built quality development of Esther House we offer for rent this stunning, spacious, bright, three storey, top floor apartment, with huge roof terrace. It comprises a large entrance hall, a bright open plan living/dining room with fully fitted kitchen and good size balcony on the ground floor. Upstairs there are one spacious bedroom and a bathroom with bath and sauna. A large grill terrace is on top floor. The base size of the apartment is 97 sqm, the balcony is of 10 sqm, the roof terrace is 43sqm and the roof unit is of an additional 6 sqm. The building has been constructed with special care and quality materials, wooden parquet, windows made of wood, heating and cooling pipes installed within the wall using geothermic energy. It is located just a couple of minutes walk from Ferenc Deak Square (the busiest interchange in Budapest), Andrassy street and the downtown hotels.",,,,47.4969406,19.0636924,47.4969406,19.0636924,1075,7,2.1615141482916496,0.9769572477525461,1.5928202098427766,1.7012864141336752,2.9769885898892197,15.589045729563397
2239,1,0,0,526,65,8.092307692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raktár utca,"
                3 rooms                            ",3,0,Block Apartment,0,1,1051,124,-1,Furnished or unfurnished,1,0,0,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,,,,47.5466223,19.0398031,47.5466223,19.0398031,1035,3,1.4941738861964067,5.630595103664086,6.018443624742611,4.10775084127276,5.156142750903875,19.977485447921413
2240,1,0,0,433,55,7.872727273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madzsar József utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,1298,46,68,"Partly furnished, equipped",0,1,1,0,11,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,,,"Moholy-Nagy Művészeti Egyetem - MOME ( 0.835 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 1.530 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 0.386 km )Sola Scriptura Teológiai Főiskola - SSTF ( 1.828 km )International Business School - IBS ( 0.386 km )

                    More
                    



",47.5981932,19.0559544,47.5981932,19.0559544,1039,3,2.4197814386276195,11.312078926462686,10.96463806772287,9.628645892414175,11.016867509724621,23.07059296101998
2241,1,0,0,927,100,9.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szépvölgyi út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2782,108,-1,"Furnished, equipped",1,1,0,0,2,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,-1,-1,-1,1,revival.alberlet.hu,,,,47.5378644,19.0134602,47.5378644,19.0134602,1025,2,2.990244265578074,5.380922311549437,6.661463148840023,4.396382717834391,4.140324722919369,21.066941930101486
