,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,furnish_partly_furnished,view_garden,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_combination,heating_ceiling,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,available_immediately,condition_of_property_renovated,parking,longitude,latitude,data_index,cluster
1775,12.375,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,0.0,1.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.076559699999997,47.4866122,1775,0
1777,8.0,1,0,1.0,1.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0686682,47.500491700000005,1777,1
1792,9.317460317,1,0,2.0,4.0,1.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.018478299999998,47.494333600000004,1792,1
1802,8.018518519,1,0,2.0,2.0,0.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0665121,47.5282487,1802,1
1804,9.563636364,1,0,1.0,1.0,1.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0471806,47.5107964,1804,4
1817,7.606557377000001,1,0,2.0,2.0,1.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0519825,47.515504799999995,1817,1
1825,13.23809524,1,0,1.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0506922,47.4996552,1825,6
1832,12.8,1,0,2.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0542845,47.4887515,1832,6
1833,10.16438356,1,0,2.0,3.0,2.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.120051999999998,47.514724,1833,4
1868,13.0952381,1,0,2.0,1.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0.0,19.0660395,47.505923200000005,1868,0
1915,8.4,1,0,3.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0,0.0,19.0816288,47.50551110000001,1915,1
1921,7.810526316,1,0,3.0,2.0,0.0,0.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.02606611,47.50521934,1921,1
1933,6.831168831,1,0,2.0,3.0,1.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0791943,47.4894083,1933,1
1934,7.483870968,1,0,2.0,1.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.063251899999997,47.506837299999994,1934,1
1938,14.37209302,1,0,2.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.059561600000002,47.490774,1938,0
1952,9.094117647000001,1,0,3.0,3.0,1.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.05566,47.5074852,1952,1
1984,10.57894737,1,0,3.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.076710600000002,47.494843700000004,1984,6
1990,13.25714286,1,0,1.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0598521,47.489214700000005,1990,0
2018,18.0,1,0,2.0,3.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0704538,47.510053000000006,2018,3
2048,13.12121212,1,0,1.0,3.0,1.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0670591,47.512111,2048,6
2054,12.5,1,0,4.0,2.0,1.0,1.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.04886232,47.51442652,2054,0
2079,20.0,1,0,1.0,4.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0704538,47.510053000000006,2079,3
2080,17.39130435,1,0,2.0,2.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0704538,47.510053000000006,2080,3
2081,19.51219512,1,0,2.0,1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0704538,47.510053000000006,2081,3
2083,21.05263158,1,0,2.0,5.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0665015,47.50761,2083,2
2098,12.63636364,1,0,1.0,6.0,0.0,0.0,1.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0540843,47.494279999999996,2098,6
2099,11.03571429,1,0,1.0,3.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.059074300000002,47.5256181,2099,4
2102,8.766666667,1,0,2.0,3.0,0.0,1.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0662126,47.510729299999994,2102,1
2143,9.266666667,1,0,2.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.056969,47.497296,2143,4
2154,11.36764706,1,0,2.0,2.0,1.0,0.0,1.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0530407,47.518951,2154,4
2163,12.46875,1,0,1.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.03042,47.509774,2163,0
2165,9.897435897000001,1,0,1.0,1.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.061089300000003,47.48684229999999,2165,4
2167,6.625,1,0,2.0,3.0,0.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.073376,47.5027289,2167,1
2170,10.56097561,1,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0984951,47.5079799,2170,4
2178,10.60344828,1,0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0634538,47.5033898,2178,4
2191,13.4,1,0,2.0,5.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0507628,47.5093913,2191,6
2235,10.05,1,0,2.0,4.0,1.0,0.0,1.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0391936,47.5294331,2235,4
2253,7.260869565,1,0,3.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0588295,47.5075564,2253,1
2265,9.0,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.03891164,47.53450417,2265,1
2269,13.6,1,0,1.0,1.0,1.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0505745,47.5005547,2269,0
2272,7.148148148,1,0,2.0,3.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0985323,47.5203361,2272,1
2300,9.016666667,1,0,1.0,7.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.067659699999997,47.512227200000005,2300,5
2309,8.923076923,1,0,1.0,1.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0685177,47.50408770000001,2309,1
2312,12.72941176,1,0,3.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0542845,47.4887515,2312,6
2314,14.03076923,1,0,3.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.051716,47.504846,2314,6
2315,11.76086957,1,0,2.0,3.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.052993,47.501212,2315,6
2331,22.08163265,1,0,3.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0.0,19.052695,47.501509000000006,2331,2
2334,19.63063063,1,0,5.0,1.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0.0,18.989874399999998,47.5200609,2334,3
2339,25.0,1,0,3.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0661169,47.507102,2339,2
2342,13.4,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0516381,47.5015197,2342,6
2378,17.85714286,1,0,4.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,19.055004699999998,47.504760299999994,2378,3
2391,20.0,1,0,1.0,5.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.048190899999998,47.5106296,2391,3
2392,10.41666667,1,0,3.0,3.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.991644,47.519826,2392,4
2398,11.42857143,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0679092,47.5057291,2398,4
2415,9.94047619,1,0,2.0,3.0,1.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0620926,47.50583820000001,2415,4
2418,10.0,1,0,5.0,3.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.055004699999998,47.504760299999994,2418,4
2435,8.0,1,0,2.0,2.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0599011,47.50793770000001,2435,1
2437,17.33333333,1,0,1.0,2.0,0.0,1.0,0.0,0,1,0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.026195899999998,47.5234217,2437,3
2526,10.84415584,1,0,3.0,3.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1,0.0,19.0576428,47.505835,2526,4
2533,26.31578947,1,0,3.0,5.0,0.0,1.0,0.0,0,1,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.055004699999998,47.504760299999994,2533,2
2535,25.0,1,0,4.0,1.0,0.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.026195899999998,47.5234217,2535,2
2540,9.24137931,1,0,2.0,1.0,2.0,0.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0515638,47.494310799999994,2540,4
2542,15.2,1,0,4.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0631565,47.502123,2542,6
2545,10.273972599999999,1,0,3.0,1.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.062977899999996,47.5039523,2545,4
2556,15.0,1,0,3.0,4.0,0.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.066652100000002,47.507463,2556,6
2557,17.1875,1,0,3.0,2.0,0.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.066652100000002,47.507463,2557,3
2558,12.52380952,1,0,1.0,5.0,1.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0535983,47.478402,2558,6
2564,9.862068966,1,0,2.0,1.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0623383,47.5056597,2564,4
2566,7.42,1,0,3.0,1.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,19.028468,47.5062071,2566,1
2577,11.04285714,1,0,3.0,2.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0696604,47.477721100000004,2577,4
2597,8.8875,1,0,3.0,2.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0268679,47.5605927,2597,1
2598,12.67213115,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.065331699999998,47.484028,2598,6
2599,12.76595745,1,0,4.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.069556,47.5071722,2599,6
2610,22.72727273,1,0,4.0,2.0,0.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0256428,47.5225731,2610,2
2612,13.6,1,0,3.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0724119,47.5133126,2612,6
2613,12.90322581,1,0,3.0,4.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.047213,47.505485,2613,6
2622,14.65517241,1,0,2.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.057816,47.504032,2622,6
2638,11.66666667,1,0,2.0,5.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0494985,47.50859129999999,2638,6
2642,16.03703704,1,0,1.0,4.0,0.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0390232,47.4997876,2642,3
2650,9.872340426000001,1,0,2.0,0.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.074980800000002,47.4890155,2650,4
2656,21.60493827,1,0,4.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1,0.0,19.0485182,47.5126408,2656,2
2660,8.235294117999999,1,0,4.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0564331,47.499897499999996,2660,1
2666,12.34567901,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0537727,47.491921999999995,2666,6
2667,18.05555556,1,0,3.0,3.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.058173800000002,47.5042001,2667,3
2669,10.47619048,1,0,2.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.051925699999998,47.4965285,2669,6
2674,14.63414634,1,0,3.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0597196,47.48943679999999,2674,6
2677,11.11111111,1,0,3.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.061746,47.494933,2677,4
2679,14.05454545,1,0,2.0,1.0,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.021330399999997,47.522411600000005,2679,0
2680,14.66666667,1,0,4.0,2.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0123097,47.5174054,2680,0
2685,10.08695652,1,0,1.0,2.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0561267,47.5061295,2685,4
2687,12.5,1,0,3.0,2.0,1.0,0.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0030311,47.4936083,2687,0
2688,20.83333333,1,0,5.0,4.0,0.0,0.0,1.0,1,0,0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.056897600000003,47.4901195,2688,2
2689,8.85,1,0,2.0,2.0,1.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0239522,47.5077091,2689,1
2710,12.20987654,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0537727,47.491921999999995,2710,6
2726,12.12121212,1,0,2.0,3.0,2.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.0309734,47.5103461,2726,6
2728,11.07954545,1,0,3.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.063251899999997,47.506837299999994,2728,6
2736,9.275,1,0,2.0,1.0,1.0,1.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,19.0290812,47.506251299999995,2736,4
2741,15.46666667,1,0,1.0,1.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0801388,47.48598270000001,2741,0
2748,10.48484848,1,0,3.0,3.0,0.0,0.0,1.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.996559899999998,47.516878000000005,2748,4
2756,16.66666667,1,0,5.0,4.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.056897600000003,47.4901195,2756,3
2763,7.9428571429999995,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.055548,47.490021999999996,2763,1
2778,8.24,1,0,2.0,5.0,1.0,0.0,1.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0597163,47.52149489999999,2778,5
2779,21.65,1,0,1.0,1.0,0.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,19.0658171,47.487597799999996,2779,2
2781,6.8666666670000005,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.058157100000003,47.5049735,2781,1
2786,13.525,1,0,3.0,1.0,0.0,1.0,0.0,0,0,1,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0665132,47.5088453,2786,0
2817,8.839285713999999,1,0,2.0,5.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.064305100000002,47.5362525,2817,5
2827,9.563636364,1,0,2.0,4.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.080969500000002,47.5056203,2827,4
2836,8.8875,1,0,2.0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0590017,47.501308200000004,2836,1
2843,7.725,1,0,2.0,1.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0.0,19.067354100000003,47.5099203,2843,1
2852,9.563636364,1,0,2.0,4.0,0.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.080969500000002,47.5056203,2852,4
2853,22.896296300000003,1,0,3.0,2.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0537727,47.491921999999995,2853,2
2867,7.513513514,1,0,2.0,4.0,0.0,0.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1,0.0,19.0565292,47.4933848,2867,1
2870,21.64,1,0,2.0,3.0,1.0,1.0,0.0,0,0,0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1,0.0,19.052993,47.501212,2870,2
2881,6.896551724,1,0,3.0,3.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0654516,47.4923559,2881,1
2890,16.66666667,1,0,1.0,2.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0563456,47.50457279999999,2890,3
2903,8.620689655,1,0,3.0,3.0,0.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.9880917,47.5204193,2903,1
2905,10.47619048,1,0,1.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.051925699999998,47.4965285,2905,6
2906,17.74193548,1,0,2.0,7.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0664859,47.5076376,2906,3
2912,17.6,1,0,3.0,4.0,0.0,1.0,0.0,0,1,0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.056897600000003,47.4901195,2912,3
2933,14.28571429,1,0,3.0,4.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.056897600000003,47.4901195,2933,6
2967,11.36764706,1,0,3.0,5.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.070632999999997,47.482636,2967,6
2969,20.1,1,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.046429999999997,47.50472,2969,3
2988,20.83333333,1,0,1.0,4.0,2.0,0.0,1.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,19.051322600000002,47.5185033,2988,3
2998,14.15929204,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,0.0,1.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,19.0537727,47.491921999999995,2998,0
3003,11.4,1,0,2.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0550124,47.5042726,3003,4
3009,6.619047619,1,0,2.0,1.0,1.0,0.0,1.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,19.080198499999998,47.495467700000006,3009,1
3024,12.72727273,1,0,4.0,3.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0.0,19.0625172,47.4883904,3024,6
3026,10.18681319,1,0,2.0,2.0,1.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.0531279,47.517309600000004,3026,4
3052,9.166666667000001,1,0,2.0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0.0,19.0519335,47.4965519,3052,1
