ID,Apartment,House,Price,Size(sqm),Price/sqm,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District
322,1,0,45000000,4,11250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale 42 sqm renovated porperty in Mészáros utca close to Déli pályaudvar. The property is situated on the ground floor in a good condition building. The property consists of a room with gallery, kitchen and bathroom. Metro station only few minutes by walk so it could be great opportunity for investment or ideal home as well.",19.0280851,47.49693391,1012,1
323,1,0,134000000,13,10307692.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"A two apartments building's first floor apartment is available for sale in Hegyalja út with superb garden and with high standard furnitures. The apartment has a connection directly to the garden, and has 2 separate entrance for the property. (Garden has got more than 100 sqm lawn - grass territory.) The apartment 133 sqm, and its function for two apartment at the moment, but its connectable. It has got 3 full room include living room, and a half room, 2 separate kitchen, 2 bathroom. All of the premises regardless of th time is absolutely bright and clear. The inner height is 3.6 meter, so the spacious space is guaranteed. The property was completely renovated 4 years ago with high standard. (water, gas, electric) The kitchen has got premium kitchen appliances, and regarding the economically system, the maintenance cost is low. The pavement and wrapper inside the building is replace by premium and high standard materials. The location is close for Gellért -hegy, just for a minutes to MOM Park, and from the Buda Castle. ",19.03216286,47.49015221,1016,1
324,1,0,175000000,17,10294117.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale an 170 sqm semi-detached house at Orbánhegy. The property consists of 4 bedrooms, a living room with open plan kitchen, 2 bathrooms, 3 toilets, a 30 sqm patio and a 60 sqm garage. The panoramic view home is on the ground floor in a nice semi-detached house building. Great opportunity for investment or a home as well. The garage is in the price.",19.00904263,47.49741511,1126,12
325,1,0,140000000,8,17500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an 87 sqm luxury apartment on Báthory utca. The street view property situated on the 4th floor in a classical building. The flat consists of 2 bedrooms, 2 bathrooms, a kitchen with dining area and a living room. Great opportunity for investment or a home. The apartment is under renovation. (pictures made from the previously completed apartments, or visuals)",19.05119796,47.50760362,1054,5
326,1,0,150000000,9,16666666.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, River Danube,0,0,0,0,1,0,0,1,1,1,"We are offering for sale a 95 sqm luxury apartment on Belgrád rakpart next to Duna korzó. The panoramic view property situated in a classical building which built in the year 1900's. The flat consists of 2 bedrooms, 2 bathrooms, an open plan kitchen, a living room, a separate toilet and a washing room. The apartment is under renovation. Great opportunity for investment or a home. (pictures made from the previously completed apartments, or visuals)",19.05023372,47.49251556,1052,5
327,1,0,66900000,8,8362500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.0725381,47.50328615,1074,7
328,1,0,62900000,5,12580000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,sales,19.05499867,47.51081659,1132,13
329,1,0,40900000,6,6816666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 60 sqm apartment in Baross tér. The flat is on the 3rd floor in a classical building which has not got an elevator. The courtyard facing property consists of 1 bedroom, a living room, a kitchen, and a bathroom. Because of the location, public transport is good so it could be a great opportunity for investment.",19.07987484,47.50108643,1076,7
330,1,0,57000000,9,6333333.333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an unrenovated 2 bedroom apartment in Bethlen Street (District VII.), next to Keleti Railway Station. The street facing property is situated on the 1st floor in a classical style building. The flat consists 2 bedrooms, a livingroom, a kitchen with dining area, 2 bathrooms and a small hall. The public transportation connections are great so it could be a good investment or ideal home as well.",19.08001388,47.50300368,1077,7
331,1,0,189000000,12,15750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.04577264,47.50475208,1054,5
332,1,0,185000000,16,11562500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale a renovated unique apartment stunning location with superb qualities, in a quiet, secured and central environment of the city, close to Andrássy út. During the renovation the owners respected the history and special qualities of the property. Originally two apartments were merged to a larger one with room to suit it further for special needs. The flat consists of 5+2 roomsn 2 terrace, kitchen, 2 bathrooms, situated on the 1st floor in an amazing building. The vibe of the city and the most important diplomatic buildings are close by. Still, the apartment is quiet, far enough from the traffic of Budapest’s renowned Andrássy avenue and just a corner from the City park.",19.07005752,47.51580225,1062,6
333,1,0,90000000,15,6000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 152 sqm furnished apartment in district 6. in Bajcsy Zsilinszky út. It is situated in a classical building with elevator on the 2nd floor. The windows are facing the street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms(1 with mezzanine) 1 bathroom and toilet and sauna. Great opportunity for an investment.",19.05355362,47.5056194,1054,5
334,1,0,52500000,7,7500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 77 sqm unrenovated apartment in Király utca, next to Erzsébet körút. The street (Hársfa) facing property is situated on the mezzanine. The flat consists of 2 rooms, a kitchen, bathroom, hallway, entry hall, separate toilet.",19.06531503,47.50541162,1067,6
335,1,0,210000000,110,1909090.909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an 1110 sqm lot (class L3-II04). You can build an apartment-house with 6 flats.  Parameters:  Zone: L3-II-04  Maximum buildability: 20%  Underground construction: 30% Area Indicator: 0.6 + 0.15  Green surface: min. 65%  Building height: max. 9,5 m ",19.02905191,47.52815577,1025,2
336,1,0,88638000,10,8863800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Great homes, Rejuvenation area, Excellent investment In the dynamically developing part of district IX, close to the National Theater and the Palace of Arts we offer for sale this newly built project, located only a few blocks from the Danube. The construction will be done in 6 phases, 3 buildings will have 6 staircases with a total of 520 apartments with well-thought floor plans and inner design. Award winning architect studio created the lay out concepts of the residential homes. On the street level the commercial spaces will accommodate a supermarket, a bank, a pharmacy, a household store and restaurants. Due to its central position and its well serviced and strongly developing infrastructure it can be a great option to a wide range of buyers, students, young professionals, families, investors with a goal of renting the units out. The area has undergone spectacular development, which going to continue with the construction of the new convention centre and class A office premises on the Danube bank. This apartment is located on the 1rst floor, has 2 bedrooms, faces west, its base space is 103 sqm and has a 62 sqm terrace. For site visit, further information and units feel free to contact us. ",19.07651628,47.47369873,1097,9
337,1,0,127000000,16,7937500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an 161 sqm apartment in Bimbó út (District 2.), at Rózsadomb. The street view apartment is situated on the 2nd floor in a nice classical style building which has got an elevator. The flat consists of 4 bedrooms, a living room, a kitchen with dining area, a 32 sqm balcony, 2 bathrooms. Great opportunity for investment or home as well.",19.02864421,47.51442543,1024,2
338,1,0,99900000,9,11100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 92 sqm good condition apartment with panormaic view in Sashegyi út. The property is situated on the 1rst floor in building which has not an elevator. The property consists of 2 bedrooms, living room, kitchen, bathroom and seperate toilet. The property has a garage which is + 5 M. It could be great opportunity for investment or ideal home as well.",19.01535635,47.48721602,1124,12
339,1,0,55000000,2,27500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,5,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 29 sqm apartment in Bajcsy - Zsilinszky utca with a panoramic view to Bazilika in Bajcsy - Zsilinszky utca. The apartment is on the 5th floor in a beautiful building which has got an elevator. The property consists of a room, a kicthen, a bathroom and a balcony. Because of the location public transport is good so it could be a great opportunity for investment.",19.05383046,47.50347336,1054,5
340,1,0,130000000,13,10000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, River Danube,0,0,0,0,1,0,0,1,1,1,"We offer a 132 sqm furnished apartment in district 13. in Újpesti rakpart. It is situated in a classical building on the 4th floor. The windows are facing to the River Danube. It consists of a living room, american kitchen with diner,hall, 2 bedrooms, 1 bathroom and 1 toilet. Common cost is 35000 Ft/month. ",19.04652382,47.51716454,1138,13
341,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
342,1,0,50110000,5,10022000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"A few minutes on foot from the biggest shopping center in Budapest there is a renovated apartment in Rózsa utca. Under the renovation the doors and windows will be replaced,and radiators will be controlled by smart phone. Not just the apartment but the house will be renovated too. The electric system will be replaced and the staircase will be renovated. Furnitures are optional. The handover will be in March of 2019.",19.06205381,47.5132225,1062,6
343,1,0,68000000,6,11333333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Apartment for sale in Diplomatic Quarter, at Andrássy Avenue, in a villa building, part of the World Heritage Site. We are offering for sale a 60 sqm (on paper 53 sqm) studio apartment with gallery (7 sqm) and with terrace (11 sqm) in district 6. in Dózsa György utca at the Hősök tere. It is situated in a classical building on the mezzanine floor with a panoramic view of the Heroes Square. It consists of a spacious entrance hall, a living room with open plan kitchen and with gallery, wardrobe with built-in furniture, elegant large bathroom, separate toilet and terrace. Large living room with new luxurious massive wood thermo-glazed windows. Security door, police alarm system. Common cost: 24900 Ft/month (heating included). Includes a closed courtyard parking lot! It is a perfect choice to invest in long-term rental or home as well.",19.07498742,47.51638195,1146,14
