ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,250,3232.1, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,4,-1,natural gas boiler,1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,1.9018492389927388,4.517423073982945,6.443107715048756,4.1891063104393815,2.75824508034784,20.854546842887157,3.2559997641216216,5.110262653833406,5.548943114519769,5.597275227712323,5.597275227712323,5.921738223963388,9.214490750214587,5.908097870516152,10.036616336522297,4.180456959773056,5.669249915714978,6.8242527417753625,5.008669149239296,5.025902021385155,5.877060595567744,5.6767144131146825,8.370099214618273,1.0800088856890198,7.581544791225552,2.7048589637565064,5.734792578319462,6.135345242968266,3.505729881546225,53,54,2,17,41,1,4,10,0,0,23,8,3,0,97,0,12,390
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650300,350,1858.0, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,1,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,2.6449182928887858,10.62781714409191,12.024872567929714,9.766427113448527,9.027011267372796,26.37451287680533,4.924063812417971,10.99189980249717,11.507276684852975,11.638341461025805,11.638341461025805,12.150177608843592,14.142260517580366,11.853828587351087,14.938737873890787,10.227078565027924,11.845660254110546,12.936123891575516,10.78482312067069,10.618302694826829,7.115977447835503,11.788728111881097,12.936109714215796,6.355709740478371,13.585943214760304,6.860217803673258,11.765103332007605,12.218181195386041,9.769136625438312,10,10,0,2,7,1,6,7,0,0,1,1,0,0,23,0,2,104
63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616050,502,3219.2231079999997, Kissvábhegy,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,-1,6 room,6,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.502213,19.01265,47.502213,19.01265,1122,12,1.9508723966732464,2.92783927883266,5.348681661095622,3.5077282213336805,0.9035652921060112,19.35022402355096,3.197796818313254,3.825777184087,4.095388479194802,4.0106457644617715,4.0106457644617715,3.948095085809918,8.429890026920964,4.435313288384303,9.216688492328984,2.7808302026952303,3.8294474326236942,5.041173011167098,3.8865386809253626,4.129380397337192,7.347490272624896,3.9619691814393776,7.905645226628013,2.277370470933463,5.915596491519464,3.9116093964604066,4.152657783625728,4.437746104595512,1.307584398464614,256,73,3,49,83,25,21,25,6,6,106,83,8,6,179,1,10,764
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,300,2693.416667, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,1.9018492389927388,4.517423073982945,6.443107715048756,4.1891063104393815,2.75824508034784,20.854546842887157,3.2559997641216216,5.110262653833406,5.548943114519769,5.597275227712323,5.597275227712323,5.921738223963388,9.214490750214587,5.908097870516152,10.036616336522297,4.180456959773056,5.669249915714978,6.8242527417753625,5.008669149239296,5.025902021385155,5.877060595567744,5.6767144131146825,8.370099214618273,1.0800088856890198,7.581544791225552,2.7048589637565064,5.734792578319462,6.135345242968266,3.505729881546225,53,54,2,17,41,1,4,10,0,0,23,8,3,0,97,0,12,390
65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,420,3462.964286, Kútvölgy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,7 room,7,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509246999999995,18.99093,47.509246999999995,18.99093,1125,12,3.338096974938591,4.707672115960585,7.033392881111733,4.986660933022368,2.6766707149431417,21.154903113758813,4.54764370993895,5.5452712825909725,5.862661585697062,5.8021757765302455,5.8021757765302455,5.7396622070674255,10.035552360894664,6.210149507890378,10.840374713849506,4.509571038294333,5.638124755354791,6.850231036588736,5.555388597711505,5.720628019970714,7.544557529753811,5.76804379994438,9.37387157516472,0.8254874339631527,7.722797458333048,4.282428259090299,5.944562065188465,6.244032997904495,3.0585779749201807,40,40,0,7,38,4,4,14,0,2,14,9,2,0,96,0,11,366
66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,400,2424.075, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,not specified,0,0,0,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,1.9018492389927388,4.517423073982945,6.443107715048756,4.1891063104393815,2.75824508034784,20.854546842887157,3.2559997641216216,5.110262653833406,5.548943114519769,5.597275227712323,5.597275227712323,5.921738223963388,9.214490750214587,5.908097870516152,10.036616336522297,4.180456959773056,5.669249915714978,6.8242527417753625,5.008669149239296,5.025902021385155,5.877060595567744,5.6767144131146825,8.370099214618273,1.0800088856890198,7.581544791225552,2.7048589637565064,5.734792578319462,6.135345242968266,3.505729881546225,53,54,2,17,41,1,4,10,0,0,23,8,3,0,97,0,12,390
67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260519,400,3151.2975, II/A kerület – Adyliget,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,1,2,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.54735,18.939120000000006,47.54735,18.939120000000006,1029,2,5.0929535783436535,10.106779431652306,12.008087945958525,9.717854430584408,8.204880114213454,26.453358695191607,7.103544782695625,10.719568427255512,11.159984340742593,11.197830431174513,11.197830431174513,11.390314745868249,14.587599184501073,11.519212091554422,15.410121028638425,9.787843776733974,11.205538056872935,12.390578483257235,10.603317461988082,10.575698229305962,8.766721538721216,11.253664249906702,13.563284527588312,5.187466704253789,13.1803139966333,7.300368707046645,11.336810954493474,11.720205556065721,8.763312310669349,5,10,1,1,11,1,2,8,0,2,0,0,1,0,20,0,2,117
68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131235,680,1663.580882, Svábhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,7 + 1 half room,7,1,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,0,3,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.502052,18.979607,47.502052,18.979607,1121,12,4.280893317116247,5.376228584049254,7.830441608968061,5.926574719356183,3.3819914590423235,21.67522721289704,5.587864080515738,6.304205835124608,6.5482001220448325,6.430548049472034,6.430548049472034,6.137151779840053,10.907129946201655,6.8782032094578565,11.696998522624805,5.259827187191506,6.135321362679116,7.339201677524008,6.3683151878125654,6.596910382550198,8.702367988800193,6.332997277693764,10.336276345212397,1.8428590869916952,8.258989650611554,5.448934760319421,6.570547922778199,6.80182951502333,3.4887539445842086,14,18,0,1,4,4,6,13,0,0,0,5,0,0,65,0,9,300
69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966398,360,2684.438889, II/A kerület – Budaliget,-1,-1,1,not specified,0,0,0,-1,-1,available,1,4 room,4,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56751,18.941212,47.56751,18.941212,1029,2,4.008008406624445,11.396364053942762,12.988219952359236,10.700073719722736,9.6563631312065,27.412352309795512,6.3256057208811525,11.85741928533618,12.349354630870565,12.446375660459713,12.446375660459713,12.835485636160051,15.262490105938726,12.703211252456093,16.069597637149762,11.023268027246496,12.577381596251481,13.712618782873756,11.681358209953865,11.562085944620511,8.473387199992883,12.561497469297905,14.102085003348892,6.7839583108807995,14.419847120598964,7.914975249736017,12.578736171432292,13.00842607917317,10.329002111616177,7,10,1,2,3,1,6,4,0,2,0,3,1,0,25,0,2,111
70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357482,340,3992.594118, II/A kerület – Adyliget,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,yes,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.54735,18.939120000000006,47.54735,18.939120000000006,1029,2,5.0929535783436535,10.106779431652306,12.008087945958525,9.717854430584408,8.204880114213454,26.453358695191607,7.103544782695625,10.719568427255512,11.159984340742593,11.197830431174513,11.197830431174513,11.390314745868249,14.587599184501073,11.519212091554422,15.410121028638425,9.787843776733974,11.205538056872935,12.390578483257235,10.603317461988082,10.575698229305962,8.766721538721216,11.253664249906702,13.563284527588312,5.187466704253789,13.1803139966333,7.300368707046645,11.336810954493474,11.720205556065721,8.763312310669349,5,10,1,1,11,1,2,8,0,2,0,0,1,0,20,0,2,117
71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,360,4040.125, Szemlőhegy,-1,-1,1,garden view,1,0,0,-1,-1,available,1,8 room,8,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.52432,19.028392999999998,47.52432,19.028392999999998,1025,2,0.0805607167677312,3.5158716985744785,4.882453012602767,2.586357293368249,2.5643090996364672,19.336559124165465,1.3772979166934616,3.7755191759101288,4.297503897133253,4.452893020938298,4.452893020938298,5.160328547158313,7.4404305509945186,4.640229041166932,8.264621095485849,3.07824649144118,4.7679686376096795,5.772228189634888,3.5724288224417844,3.450177599727602,4.620150125208035,4.643890462548391,6.520254936111871,2.921702174976561,6.374763859813562,1.1852587422791845,4.573453148067352,5.045811543417238,3.4456420929957674,188,58,1,41,48,8,13,25,3,5,92,75,2,3,195,0,7,568
72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939260,620,3127.83871, II/A kerület – Remetekertváros,-1,-1,-1,garden view,1,0,0,-1,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.551865,18.95662,47.551865,18.95662,1028,2,3.6888590611279928,9.368845821641457,11.078670763308516,8.780555236790574,7.586514804850158,25.534102215290275,5.700694828173098,9.880754312887293,10.35609616288464,10.434079420074523,10.434079420074523,10.773398821875524,13.511333236680711,10.712820368261113,14.328967993145778,9.010681396816253,10.531087142748936,11.681592299982775,9.72665420428844,9.644618181383873,7.386383062750339,10.531946142323418,12.426043882872353,4.695159273681403,12.41501902322221,6.160432590576726,10.568869305942481,10.985543347020075,8.245236662648432,30,28,0,5,24,1,6,16,0,0,4,3,1,0,42,0,5,220
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,200,4040.125, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,not specified,0,0,0,-1,-1,not available,0,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,2.6449182928887858,10.62781714409191,12.024872567929714,9.766427113448527,9.027011267372796,26.37451287680533,4.924063812417971,10.99189980249717,11.507276684852975,11.638341461025805,11.638341461025805,12.150177608843592,14.142260517580366,11.853828587351087,14.938737873890787,10.227078565027924,11.845660254110546,12.936123891575516,10.78482312067069,10.618302694826829,7.115977447835503,11.788728111881097,12.936109714215796,6.355709740478371,13.585943214760304,6.860217803673258,11.765103332007605,12.218181195386041,9.769136625438312,10,10,0,2,7,1,6,7,0,0,1,1,0,0,23,0,2,104
74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646420,198,3264.747475, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,4 + 1 half room,4,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,2.6449182928887858,10.62781714409191,12.024872567929714,9.766427113448527,9.027011267372796,26.37451287680533,4.924063812417971,10.99189980249717,11.507276684852975,11.638341461025805,11.638341461025805,12.150177608843592,14.142260517580366,11.853828587351087,14.938737873890787,10.227078565027924,11.845660254110546,12.936123891575516,10.78482312067069,10.618302694826829,7.115977447835503,11.788728111881097,12.936109714215796,6.355709740478371,13.585943214760304,6.860217803673258,11.765103332007605,12.218181195386041,9.769136625438312,10,10,0,2,7,1,6,7,0,0,1,1,0,0,23,0,2,104
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000,250,2760.0, Rácz Aladár út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   53   8E    Éjszakai   908   ,47.483738,18.994066,47.483738,18.994066,1121,12,2.5751196310870363,4.4866768023694,7.0251886308630525,5.667483885431004,3.020948455448617,20.049757447195717,5.111010312064853,5.519425668264688,5.570522361519403,5.3382776807829835,5.3382776807829835,4.624093903971075,10.170613800332172,5.8349922981794915,10.897994714365907,4.575241222270831,4.805071535700801,5.905786646376313,5.7118932146429335,6.089423073705916,9.806871732918218,5.117998371756428,9.892536438785916,3.6682120054972462,6.865423523606359,6.374474826281045,5.461226168809043,5.534662001771878,2.513705786974576,17,26,0,2,16,1,2,13,0,0,0,11,1,0,185,0,4,495
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743383,300,2477.9433329999997, Konkoly-Thege Miklós út,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,1,2,-1,natural gas boiler,1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   21   ,47.489857,18.960098000000002,47.489857,18.960098000000002,1121,12,5.205268304727589,6.847565424205465,9.384864596741554,7.687103959700984,5.014342618118318,22.69117950116007,7.373802089250074,7.847973078009187,7.994693030306486,7.8094788528926475,7.8094788528926475,7.227975085891037,12.519245999377016,8.292189059358183,13.281925010106669,6.829582157231841,7.358637129475845,8.500800835647366,7.974508743337053,8.272331415893726,10.68550297742755,7.635036836862823,12.07402258376359,3.786382954821197,9.45632252304918,7.444972095790923,7.941333728360359,8.075870802008113,4.838105892782556,9,9,0,2,0,0,2,4,0,0,0,3,0,0,97,0,4,239
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614099,175,3509.137143, Kenyeres utca,-1,-1,1,not specified,0,0,0,-1,-1,available,1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   17   19   41    Busz   160   260   260A   9   29   109   111    Éjszakai   923   934   960   ,47.53736,19.035591,47.53736,19.035591,1034,3,1.0176246082671272,4.680537180103125,5.396142307279957,3.292718444224348,4.0825915273476445,19.63849552558269,0.4546854301950919,4.65207244810884,5.210209422970852,5.446173186470107,5.446173186470107,6.3692524397572186,7.426425369093784,5.513913273863916,8.233649825648287,4.217604858766373,5.913904731348016,6.76835600775629,4.360475341931164,4.069880155944372,3.078395343238957,5.709515411607968,6.288953693496794,4.0517821856441145,7.217849811948247,0.36498100164681385,5.54518474435126,6.047339716047035,4.9551641032327804,141,47,2,29,26,4,14,23,1,2,91,61,10,1,208,0,17,507
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939260,360,5386.833333, Virányos,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,8 + 2 half room,8,2,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,not specified,0,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.51427,18.98992,47.51427,18.98992,1125,12,3.172833323667811,4.973899740787938,7.198286002094287,5.0640571944219435,2.973259280673871,21.437520981676307,4.464855233957671,5.748062779585915,6.105282367681832,6.076103850110796,6.076103850110796,6.117117184889549,10.133058526215624,6.45910041426617,10.946150635953124,4.7319363774746055,5.975851504769834,7.1813888188694595,5.723016252745182,5.841027937009407,7.168106876259687,6.073704717090906,9.4001555036156,0.2828209887954524,8.02716947530117,4.006771020499886,6.218309085645666,6.548671125913726,3.4660062890182752,33,45,2,7,36,4,2,14,0,2,12,6,2,0,78,0,13,308
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131235,250,4524.94, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,4,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,1.9018492389927388,4.517423073982945,6.443107715048756,4.1891063104393815,2.75824508034784,20.854546842887157,3.2559997641216216,5.110262653833406,5.548943114519769,5.597275227712323,5.597275227712323,5.921738223963388,9.214490750214587,5.908097870516152,10.036616336522297,4.180456959773056,5.669249915714978,6.8242527417753625,5.008669149239296,5.025902021385155,5.877060595567744,5.6767144131146825,8.370099214618273,1.0800088856890198,7.581544791225552,2.7048589637565064,5.734792578319462,6.135345242968266,3.505729881546225,53,54,2,17,41,1,4,10,0,0,23,8,3,0,97,0,12,390
80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,490,2968.255102, Csatárka,-1,-1,1,garden view,1,0,0,-1,-1,available,1,8 room,8,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.531506,19.002827,47.531506,19.002827,1025,2,1.488787892519958,5.29715399874368,6.944341891869472,4.646173390430691,3.72621875341226,21.402415106964728,2.9991408829184047,5.746005112784661,6.233078043239379,6.333033945816426,6.333033945816426,6.808665726167735,9.501098139941847,6.587439237334854,10.324733852151434,4.911625377380498,6.5050125535241135,7.612016373200175,5.585180352631338,5.509340775853668,5.1265537393395535,6.4615389152967015,8.525631858336903,1.867574183527939,8.303634889440723,2.388748589447747,6.4643183262350465,6.901105421941037,4.526896101325471,23,26,2,10,26,1,0,2,0,0,3,2,2,0,43,0,9,229
81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840346,290,2897.7448280000012, II/A kerület – Adyliget,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.54735,18.939120000000006,47.54735,18.939120000000006,1029,2,5.0929535783436535,10.106779431652306,12.008087945958525,9.717854430584408,8.204880114213454,26.453358695191607,7.103544782695625,10.719568427255512,11.159984340742593,11.197830431174513,11.197830431174513,11.390314745868249,14.587599184501073,11.519212091554422,15.410121028638425,9.787843776733974,11.205538056872935,12.390578483257235,10.603317461988082,10.575698229305962,8.766721538721216,11.253664249906702,13.563284527588312,5.187466704253789,13.1803139966333,7.300368707046645,11.336810954493474,11.720205556065721,8.763312310669349,5,10,1,1,11,1,2,8,0,2,0,0,1,0,20,0,2,117
82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,140,3500.0, Hidegkúti út,-1,-1,-1,street view,0,0,1,-1,-1,-1,-1,3 + 2 half room,3,2,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   57   64   164   257   264   64A    Éjszakai   964   956   ,47.553936,18.965406,47.553936,18.965406,1028,2,2.9931553710349936,9.042953958489688,10.639709149043696,8.34752252341391,7.341044887370671,25.078626445148917,5.0025843144397095,9.496629222812935,9.98871710291514,10.088127934967973,10.088127934967973,10.504532234817386,12.986356409193668,10.342414243130332,13.800042967843645,8.665592585640013,10.232780441075892,11.35940118353284,9.322440573410999,9.21059980316642,6.700426488397576,10.208221666049461,11.86983244225456,4.573092176547382,12.059993969510062,5.6252482730264814,10.219986202556253,10.652651545845243,8.047355433150022,30,22,0,5,23,1,4,14,0,0,4,2,0,0,34,0,5,168
83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195877,350,3416.791429, Nyék,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.53556,18.987955,47.53556,18.987955,1025,2,2.3137281857290106,6.406859188748556,8.141191356640864,5.8442237544170395,4.691299453893569,22.598522152168808,3.9463916250899618,6.9135270105889095,7.386466862123512,7.4663576098948035,7.4663576098948035,7.851432012487749,10.698969167364194,7.74330111271418,11.522185681890535,6.042668212347263,7.584903000615583,8.72223680893006,6.767021523174693,6.706269617086137,5.762739267475481,7.5714490820162625,9.70366417225496,2.114418275294763,9.446171058287684,3.489967554524022,7.6006222344529855,8.021631236948076,5.418018430056539,14,15,2,7,50,0,0,8,0,0,3,1,3,0,55,0,11,184
84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,500,2908.89, Csatárka,-1,-1,1,not specified,0,0,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.531506,19.002827,47.531506,19.002827,1025,2,1.488787892519958,5.29715399874368,6.944341891869472,4.646173390430691,3.72621875341226,21.402415106964728,2.9991408829184047,5.746005112784661,6.233078043239379,6.333033945816426,6.333033945816426,6.808665726167735,9.501098139941847,6.587439237334854,10.324733852151434,4.911625377380498,6.5050125535241135,7.612016373200175,5.585180352631338,5.509340775853668,5.1265537393395535,6.4615389152967015,8.525631858336903,1.867574183527939,8.303634889440723,2.388748589447747,6.4643183262350465,6.901105421941037,4.526896101325471,23,26,2,10,26,1,0,2,0,0,3,2,2,0,43,0,9,229
